run_accession,sample,ftp_url_read_1,ftp_url_read_2
ERR14388658,RCN12043,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14388658/ERR14388658_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14388658/ERR14388658_2.fastq.gz
ERR14388730,RCN12071,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14388730/ERR14388730_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14388730/ERR14388730_2.fastq.gz
ERR15625352,RCN12084,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15625352/ERR15625352_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15625352/ERR15625352_2.fastq.gz
ERR15625353,RCN12087,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/053/ERR15625353/ERR15625353_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/053/ERR15625353/ERR15625353_2.fastq.gz
ERR14388612,RCN12028,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14388612/ERR14388612_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14388612/ERR14388612_2.fastq.gz
ERR14388614,RCN12028,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/014/ERR14388614/ERR14388614_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/014/ERR14388614/ERR14388614_2.fastq.gz
ERR14388621,RCN12031,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14388621/ERR14388621_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14388621/ERR14388621_2.fastq.gz
ERR14388622,RCN12031,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14388622/ERR14388622_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14388622/ERR14388622_2.fastq.gz
ERR14388624,RCN12032,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14388624/ERR14388624_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14388624/ERR14388624_2.fastq.gz
ERR14388626,RCN12032,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14388626/ERR14388626_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14388626/ERR14388626_2.fastq.gz
ERR14388653,RCN12041,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14388653/ERR14388653_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14388653/ERR14388653_2.fastq.gz
ERR14388661,RCN12044,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14388661/ERR14388661_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14388661/ERR14388661_2.fastq.gz
ERR14388662,RCN12044,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14388662/ERR14388662_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14388662/ERR14388662_2.fastq.gz
ERR14388699,RCN12059,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14388699/ERR14388699_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14388699/ERR14388699_2.fastq.gz
ERR14388701,RCN12059,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14388701/ERR14388701_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14388701/ERR14388701_2.fastq.gz
ERR14388733,RCN12072,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14388733/ERR14388733_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14388733/ERR14388733_2.fastq.gz
ERR14388738,RCN12074,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14388738/ERR14388738_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14388738/ERR14388738_2.fastq.gz
ERR14388739,RCN12074,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14388739/ERR14388739_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14388739/ERR14388739_2.fastq.gz
ERR14388777,RCN12088,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/077/ERR14388777/ERR14388777_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/077/ERR14388777/ERR14388777_2.fastq.gz
ERR14388779,RCN12088,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14388779/ERR14388779_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14388779/ERR14388779_2.fastq.gz
ERR14388818,RCN12103,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14388818/ERR14388818_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14388818/ERR14388818_2.fastq.gz
ERR15625317,RCN12041,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15625317/ERR15625317_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15625317/ERR15625317_2.fastq.gz
ERR15625341,RCN12072,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15625341/ERR15625341_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15625341/ERR15625341_2.fastq.gz
ERR15625358,RCN12103,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15625358/ERR15625358_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15625358/ERR15625358_2.fastq.gz
ERR14388654,RCN12042,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14388654/ERR14388654_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14388654/ERR14388654_2.fastq.gz
ERR14388656,RCN12042,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14388656/ERR14388656_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14388656/ERR14388656_2.fastq.gz
ERR14388696,RCN12058,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14388696/ERR14388696_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14388696/ERR14388696_2.fastq.gz
ERR14388698,RCN12058,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14388698/ERR14388698_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14388698/ERR14388698_2.fastq.gz
ERR14388714,RCN12064,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/014/ERR14388714/ERR14388714_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/014/ERR14388714/ERR14388714_2.fastq.gz
ERR14388715,RCN12064,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/015/ERR14388715/ERR14388715_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/015/ERR14388715/ERR14388715_2.fastq.gz
ERR14388716,RCN12064,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14388716/ERR14388716_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14388716/ERR14388716_2.fastq.gz
ERR14388765,RCN12083,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14388765/ERR14388765_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14388765/ERR14388765_2.fastq.gz
ERR14388767,RCN12083,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14388767/ERR14388767_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14388767/ERR14388767_2.fastq.gz
ERR14388807,RCN12100,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14388807/ERR14388807_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14388807/ERR14388807_2.fastq.gz
ERR14388809,RCN12100,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14388809/ERR14388809_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14388809/ERR14388809_2.fastq.gz
ERR15625318,RCN12042,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15625318/ERR15625318_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15625318/ERR15625318_2.fastq.gz
ERR15625330,RCN12058,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15625330/ERR15625330_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15625330/ERR15625330_2.fastq.gz
ERR15625351,RCN12083,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15625351/ERR15625351_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15625351/ERR15625351_2.fastq.gz
ERR15625357,RCN12100,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15625357/ERR15625357_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15625357/ERR15625357_2.fastq.gz
ERR14388630,RCN12034,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14388630/ERR14388630_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14388630/ERR14388630_2.fastq.gz
ERR14388631,RCN12034,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14388631/ERR14388631_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14388631/ERR14388631_2.fastq.gz
ERR14388632,RCN12034,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14388632/ERR14388632_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14388632/ERR14388632_2.fastq.gz
ERR15625313,RCN12034,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15625313/ERR15625313_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15625313/ERR15625313_2.fastq.gz
ERR14388634,RCN12035,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388634/ERR14388634_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388634/ERR14388634_2.fastq.gz
ERR14388648,RCN12040,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14388648/ERR14388648_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14388648/ERR14388648_2.fastq.gz
ERR14388697,RCN12058,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14388697/ERR14388697_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14388697/ERR14388697_2.fastq.gz
ERR14388700,RCN12059,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14388700/ERR14388700_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14388700/ERR14388700_2.fastq.gz
ERR14388731,RCN12071,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14388731/ERR14388731_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14388731/ERR14388731_2.fastq.gz
ERR14388732,RCN12072,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14388732/ERR14388732_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14388732/ERR14388732_2.fastq.gz
ERR14388769,RCN12084,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14388769/ERR14388769_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14388769/ERR14388769_2.fastq.gz
ERR14388776,RCN12087,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14388776/ERR14388776_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14388776/ERR14388776_2.fastq.gz
ERR14388778,RCN12088,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14388778/ERR14388778_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14388778/ERR14388778_2.fastq.gz
ERR14388808,RCN12100,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14388808/ERR14388808_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14388808/ERR14388808_2.fastq.gz
ERR14388816,RCN12103,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14388816/ERR14388816_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14388816/ERR14388816_2.fastq.gz
ERR15625310,RCN12031,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15625310/ERR15625310_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15625310/ERR15625310_2.fastq.gz
ERR15625343,RCN12074,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/043/ERR15625343/ERR15625343_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/043/ERR15625343/ERR15625343_2.fastq.gz
ERR14388604,RCN12025,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14388604/ERR14388604_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14388604/ERR14388604_2.fastq.gz
ERR14388623,RCN12031,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14388623/ERR14388623_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14388623/ERR14388623_2.fastq.gz
ERR14388655,RCN12042,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14388655/ERR14388655_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14388655/ERR14388655_2.fastq.gz
ERR14388659,RCN12043,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14388659/ERR14388659_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14388659/ERR14388659_2.fastq.gz
ERR14388734,RCN12072,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388734/ERR14388734_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388734/ERR14388734_2.fastq.gz
ERR14388740,RCN12074,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14388740/ERR14388740_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14388740/ERR14388740_2.fastq.gz
ERR14388766,RCN12083,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14388766/ERR14388766_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14388766/ERR14388766_2.fastq.gz
ERR14388817,RCN12103,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14388817/ERR14388817_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14388817/ERR14388817_2.fastq.gz
ERR15625331,RCN12059,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15625331/ERR15625331_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15625331/ERR15625331_2.fastq.gz
ERR15625333,RCN12064,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15625333/ERR15625333_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15625333/ERR15625333_2.fastq.gz
ERR15625354,RCN12088,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15625354/ERR15625354_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15625354/ERR15625354_2.fastq.gz
ERR14388607,RCN12026,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14388607/ERR14388607_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14388607/ERR14388607_2.fastq.gz
ERR14388608,RCN12026,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14388608/ERR14388608_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14388608/ERR14388608_2.fastq.gz
ERR14388627,RCN12033,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14388627/ERR14388627_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14388627/ERR14388627_2.fastq.gz
ERR14388629,RCN12033,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14388629/ERR14388629_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14388629/ERR14388629_2.fastq.gz
ERR14388638,RCN12036,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14388638/ERR14388638_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14388638/ERR14388638_2.fastq.gz
ERR14388651,RCN12041,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14388651/ERR14388651_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14388651/ERR14388651_2.fastq.gz
ERR14388652,RCN12041,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14388652/ERR14388652_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14388652/ERR14388652_2.fastq.gz
ERR14388657,RCN12043,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14388657/ERR14388657_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14388657/ERR14388657_2.fastq.gz
ERR15625315,RCN12036,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/015/ERR15625315/ERR15625315_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/015/ERR15625315/ERR15625315_2.fastq.gz
ERR15625319,RCN12043,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15625319/ERR15625319_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15625319/ERR15625319_2.fastq.gz
ERR14388606,RCN12026,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/006/ERR14388606/ERR14388606_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/006/ERR14388606/ERR14388606_2.fastq.gz
ERR14388613,RCN12028,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14388613/ERR14388613_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14388613/ERR14388613_2.fastq.gz
ERR14388625,RCN12032,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14388625/ERR14388625_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14388625/ERR14388625_2.fastq.gz
ERR14388628,RCN12033,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14388628/ERR14388628_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14388628/ERR14388628_2.fastq.gz
ERR14388636,RCN12036,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14388636/ERR14388636_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14388636/ERR14388636_2.fastq.gz
ERR14388637,RCN12036,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14388637/ERR14388637_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14388637/ERR14388637_2.fastq.gz
ERR14388660,RCN12044,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14388660/ERR14388660_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14388660/ERR14388660_2.fastq.gz
ERR14388729,RCN12071,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14388729/ERR14388729_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14388729/ERR14388729_2.fastq.gz
ERR14388768,RCN12084,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14388768/ERR14388768_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14388768/ERR14388768_2.fastq.gz
ERR14388770,RCN12084,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14388770/ERR14388770_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14388770/ERR14388770_2.fastq.gz
ERR14388774,RCN12087,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14388774/ERR14388774_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14388774/ERR14388774_2.fastq.gz
ERR14388775,RCN12087,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14388775/ERR14388775_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14388775/ERR14388775_2.fastq.gz
ERR15625307,RCN12026,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR15625307/ERR15625307_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR15625307/ERR15625307_2.fastq.gz
ERR15625309,RCN12028,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15625309/ERR15625309_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15625309/ERR15625309_2.fastq.gz
ERR15625311,RCN12032,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/011/ERR15625311/ERR15625311_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/011/ERR15625311/ERR15625311_2.fastq.gz
ERR15625312,RCN12033,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15625312/ERR15625312_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15625312/ERR15625312_2.fastq.gz
ERR15625320,RCN12044,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15625320/ERR15625320_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15625320/ERR15625320_2.fastq.gz
ERR15625340,RCN12071,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15625340/ERR15625340_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15625340/ERR15625340_2.fastq.gz
ERR14388603,RCN12025,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14388603/ERR14388603_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14388603/ERR14388603_2.fastq.gz
ERR14388605,RCN12025,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/005/ERR14388605/ERR14388605_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/005/ERR14388605/ERR14388605_2.fastq.gz
ERR15625306,RCN12025,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR15625306/ERR15625306_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR15625306/ERR15625306_2.fastq.gz
ERR14388633,RCN12035,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14388633/ERR14388633_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14388633/ERR14388633_2.fastq.gz
ERR14388635,RCN12035,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14388635/ERR14388635_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14388635/ERR14388635_2.fastq.gz
ERR14388649,RCN12040,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14388649/ERR14388649_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14388649/ERR14388649_2.fastq.gz
ERR14388650,RCN12040,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14388650/ERR14388650_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14388650/ERR14388650_2.fastq.gz
ERR15625314,RCN12035,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15625314/ERR15625314_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15625314/ERR15625314_2.fastq.gz
ERR15625316,RCN12040,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/016/ERR15625316/ERR15625316_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/016/ERR15625316/ERR15625316_2.fastq.gz
ERR14388842,RCN12113,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14388842/ERR14388842_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14388842/ERR14388842_2.fastq.gz
ERR14388844,RCN12115,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14388844/ERR14388844_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14388844/ERR14388844_2.fastq.gz
ERR14388899,RCN12454,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14388899/ERR14388899_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14388899/ERR14388899_2.fastq.gz
ERR14388921,RCN12462,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14388921/ERR14388921_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14388921/ERR14388921_2.fastq.gz
ERR14388934,RCN12466,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388934/ERR14388934_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14388934/ERR14388934_2.fastq.gz
ERR14388969,RCN12480,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14388969/ERR14388969_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14388969/ERR14388969_2.fastq.gz
ERR14388973,RCN12481,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14388973/ERR14388973_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14388973/ERR14388973_2.fastq.gz
ERR14389029,RCN12506,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14389029/ERR14389029_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14389029/ERR14389029_2.fastq.gz
ERR14389169,RCN12558,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14389169/ERR14389169_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14389169/ERR14389169_2.fastq.gz
