sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,INSDC_Pf8,INSDC_GenRe_GRC1,INSDC_GenRe_GRC2,INSDC_GenRe_SPEC
RCN24894,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628108,ERR14395026,ERR14395027,ERR14395028
RCN24895,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628109,ERR14395029,ERR14395030,ERR14395031
RCN24896,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628110,ERR14395032,ERR14395033,ERR14395034
RCN24898,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628112,ERR14395038,ERR14395039,ERR14395040
RCN24900,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628114,ERR14395041,ERR14395042,ERR14395043
RCN24904,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628116,ERR14395053,ERR14395054,ERR14395055
RCN24906,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628118,ERR14395059,ERR14395060,ERR14395061
RCN24907,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628119,ERR14395062,ERR14395063,ERR14395064
RCN24909,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628121,ERR14395065,ERR14395066,ERR14395067
RCN24910,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628122,ERR14395068,ERR14395069,ERR14395070
RCN24911,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628123,ERR14395071,ERR14395072,ERR14395073
RCN24912,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628124,ERR14395074,ERR14395075,ERR14395076
RCN24913,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628125,ERR14395077,ERR14395078,ERR14395079
RCN24914,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628126,ERR14395080,ERR14395081,ERR14395082
RCN24915,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628127,ERR14395083,ERR14395084,ERR14395085
RCN24916,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628128,ERR14395086,ERR14395087,ERR14395088
RCN24917,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628129,ERR14395089,ERR14395090,ERR14395091
RCN24918,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628130,ERR14395092,ERR14395093,ERR14395094
RCN24922,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628134,ERR14395101,ERR14395102,ERR14395103
RCN24923,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628135,ERR14395104,ERR14395105,ERR14395106
RCN24925,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628137,ERR14395110,ERR14395111,ERR14395112
RCN24926,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628138,ERR14395113,ERR14395114,ERR14395115
RCN24927,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628139,ERR14395116,ERR14395117,ERR14395118
RCN24928,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628140,ERR14395119,ERR14395120,ERR14395121
RCN24930,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628142,ERR14395125,ERR14395126,ERR14395127
RCN24931,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628143,ERR14395128,ERR14395129,ERR14395130
RCN24932,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628144,ERR14395131,ERR14395132,ERR14395133
RCN24933,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628145,ERR14395134,ERR14395135,ERR14395136
RCN24934,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628146,ERR14395137,ERR14395138,ERR14395139
RCN24935,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628147,ERR14395140,ERR14395141,ERR14395142
RCN24936,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628148,ERR14395143,ERR14395144,ERR14395145
RCN24937,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628149,ERR14395146,ERR14395147,ERR14395148
RCN24938,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628150,ERR14395149,ERR14395150,ERR14395151
RCN24939,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628151,ERR14395152,ERR14395153,ERR14395154
RCN24940,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628152,ERR14395155,ERR14395156,ERR14395157
RCN24941,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628153,ERR14395158,ERR14395159,ERR14395160
RCN24942,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628154,ERR14395161,ERR14395162,ERR14395163
RCN24943,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628155,ERR14395164,ERR14395165,ERR14395166
RCN24944,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628156,ERR14395167,ERR14395168,ERR14395169
RCN24945,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628157,ERR14395170,ERR14395171,ERR14395172
RCN24946,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628158,ERR14395173,ERR14395174,ERR14395175
RCN24947,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628159,ERR14395176,ERR14395177,ERR14395178
RCN24951,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628163,ERR14395188,ERR14395189,ERR14395190
RCN24953,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628165,ERR14395194,ERR14395195,ERR14395196
RCN24954,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628166,ERR14395197,ERR14395198,ERR14395199
RCN24955,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628167,ERR14395200,ERR14395201,ERR14395202
RCN24957,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628169,ERR14395206,ERR14395207,ERR14395208
RCN24959,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628171,ERR14395212,ERR14395213,ERR14395214
RCN24960,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628172,ERR14395215,ERR14395216,ERR14395217
RCN24961,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628173,ERR14395218,ERR14395219,ERR14395220
RCN24963,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628174,ERR14395221,ERR14395222,ERR14395223
RCN24964,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628175,ERR14395224,ERR14395225,ERR14395226
RCN24965,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628176,ERR14395227,ERR14395228,ERR14395229
RCN24966,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628177,ERR14395230,ERR14395231,ERR14395232
RCN24967,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628178,ERR14395233,ERR14395234,ERR14395235
RCN24968,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628179,ERR14395236,ERR14395237,ERR14395238
RCN24971,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628182,ERR14395245,ERR14395246,ERR14395247
RCN24972,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628183,ERR14395248,ERR14395249,ERR14395250
RCN24974,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628185,ERR14395254,ERR14395255,ERR14395256
RCN24978,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628188,ERR14395263,ERR14395264,ERR14395265
RCN24981,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628191,ERR14395272,ERR14395273,ERR14395274
RCN24982,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628192,ERR14395275,ERR14395276,ERR14395277
RCN24983,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628193,ERR14395278,ERR14395279,ERR14395280
RCN24985,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628195,ERR14395284,ERR14395285,ERR14395286
RCN24986,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628196,ERR14395287,ERR14395288,ERR14395289
RCN24987,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628197,ERR14395290,ERR14395291,ERR14395292
RCN24988,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628198,ERR14395293,ERR14395294,ERR14395295
RCN24989,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628199,ERR14395296,ERR14395297,ERR14395298
RCN24991,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628200,ERR14395302,ERR14395303,ERR14395304
RCN24994,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628202,ERR14395308,ERR14395309,ERR14395310
RCN24995,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628203,ERR14395311,ERR14395312,ERR14395313
RCN24996,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628204,ERR14395314,ERR14395315,ERR14395316
RCN24997,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628205,ERR14395317,ERR14395318,ERR14395319
RCN24998,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628206,ERR14395320,ERR14395321,ERR14395322
RCN25000,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628207,ERR14395323,ERR14395324,ERR14395325
RCN25003,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628208,ERR14395326,ERR14395327,ERR14395328
RCN25005,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628210,ERR14395332,ERR14395333,ERR14395334
RCN25006,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628211,ERR14395335,ERR14395336,ERR14395337
RCN25007,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628212,ERR14395338,ERR14395339,ERR14395340
RCN25008,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628213,ERR14395341,ERR14395342,ERR14395343
RCN25009,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628214,ERR14395344,ERR14395345,ERR14395346
RCN25010,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628215,ERR14395347,ERR14395348,ERR14395349
RCN25011,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628216,ERR14395350,ERR14395351,ERR14395352
RCN25012,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628217,ERR14395353,ERR14395354,ERR14395355
RCN25013,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628218,ERR14395356,ERR14395357,ERR14395358
RCN25014,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628219,ERR14395359,ERR14395360,ERR14395361
RCN25015,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628220,ERR14395362,ERR14395363,ERR14395364
RCN25016,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628221,ERR14395365,ERR14395366,ERR14395367
RCN25017,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628222,ERR14395368,ERR14395369,ERR14395370
RCN25018,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628223,ERR14395371,ERR14395372,ERR14395373
RCN25019,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628224,ERR14395374,ERR14395375,ERR14395376
RCN25020,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628225,ERR14395377,ERR14395378,ERR14395379
RCN25021,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628226,ERR14395380,ERR14395381,ERR14395382
RCN25022,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628227,ERR14395383,ERR14395384,ERR14395385
RCN25023,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628228,ERR14395386,ERR14395387,ERR14395388
RCN25024,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628229,ERR14395389,ERR14395390,ERR14395391
RCN25025,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628230,ERR14395392,ERR14395393,ERR14395394
RCN25026,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628231,ERR14395395,ERR14395396,ERR14395397
RCN25027,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628232,ERR14395398,ERR14395399,ERR14395400
RCN25028,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628233,ERR14395401,ERR14395402,ERR14395403
RCN25029,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628234,ERR14395404,ERR14395405,ERR14395406
RCN25061,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628242,ERR14395497,ERR14395498,ERR14395499
RCN25068,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628247,ERR14395515,ERR14395516,ERR14395517
RCN25076,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628249,ERR14395539,ERR14395540,ERR14395541
RCN25079,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628250,ERR14395548,ERR14395549,ERR14395550
RCN25081,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628252,ERR14395554,ERR14395555,ERR14395556
RCN25083,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628253,ERR14395560,ERR14395561,ERR14395562
RCN25084,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628254,ERR14395563,ERR14395564,ERR14395565
RCN25085,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628255,ERR14395566,ERR14395567,ERR14395568
RCN25091,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628260,ERR14395581,ERR14395582,ERR14395583
RCN25093,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628261,ERR14395587,ERR14395588,ERR14395589
RCN25097,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628263,ERR14395599,ERR14395600,ERR14395601
RCN25099,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628264,ERR14395605,ERR14395606,ERR14395607
RCN25103,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628266,ERR14395617,ERR14395618,ERR14395619
RCN25104,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628267,ERR14395620,ERR14395621,ERR14395622
RCN25105,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628268,ERR14395623,ERR14395624,ERR14395625
RCN25107,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628269,ERR14395629,ERR14395630,ERR14395631
RCN25108,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628270,ERR14395632,ERR14395633,ERR14395634
RCN25118,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628273,ERR14395659,ERR14395660,ERR14395661
RCN25119,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628274,ERR14395662,ERR14395663,ERR14395664
RCN25120,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628275,ERR14395665,ERR14395666,ERR14395667
RCN25125,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628277,ERR14395680,ERR14395681,ERR14395682
RCN25129,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628278,ERR14395692,ERR14395693,ERR14395694
RCN25130,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628279,ERR14395695,ERR14395696,ERR14395697
RCN25137,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628281,ERR14395716,ERR14395717,ERR14395718
RCN25143,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628283,ERR14395734,ERR14395735,ERR14395736
RCN25145,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628284,ERR14395740,ERR14395741,ERR14395742
RCN25153,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628287,ERR14395758,ERR14395759,ERR14395760
RCN25158,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628290,ERR14395773,ERR14395774,ERR14395775
RCN25162,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628291,ERR14395785,ERR14395786,ERR14395787
RCN25170,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628293,ERR14395806,ERR14395807,ERR14395808
RCN25177,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628295,ERR14395824,ERR14395825,ERR14395826
RCN25178,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628296,ERR14395827,ERR14395828,ERR14395829
RCN25179,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628297,ERR14395830,ERR14395831,ERR14395832
RCN25190,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628307,ERR14395863,ERR14395864,ERR14395865
RCN25251,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628368,ERR14396007,ERR14396008,ERR14396009
RCN25252,Laos,AmpSeqV2,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,ERR15628369,ERR14396010,ERR14396011,ERR14396012
RCN25319,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628436,ERR14396172,ERR14396173,ERR14396174
RCN25908,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628527,ERR14396493,ERR14396494,ERR14396495
RCN25935,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628549,ERR14396568,ERR14396569,ERR14396570
RCN25937,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628551,ERR14396574,ERR14396575,ERR14396576
RCN25942,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628555,ERR14396586,ERR14396587,ERR14396588
RCN25946,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628559,ERR14396598,ERR14396599,ERR14396600
RCN25957,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628568,ERR14396622,ERR14396623,ERR14396624
RCN25958,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628569,ERR14396625,ERR14396626,ERR14396627
RCN25976,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628586,ERR14396670,ERR14396671,ERR14396672
RCN25983,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628589,ERR14396685,ERR14396686,ERR14396687
RCN25994,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628594,ERR14396709,ERR14396710,ERR14396711
RCN26582,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628670,ERR14397105,ERR14397106,ERR14397107
RCN26624,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628691,ERR14397219,ERR14397220,ERR14397221
RCN26637,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628695,ERR14397252,ERR14397253,ERR14397254
