file,count
ERR14391502_1.fastq.gz,28611
ERR14391503_1.fastq.gz,867
ERR14391504_1.fastq.gz,23789
ERR14391505_1.fastq.gz,27313
ERR14391506_1.fastq.gz,596
ERR14391510_1.fastq.gz,31408
ERR14391511_1.fastq.gz,27400
ERR14391512_1.fastq.gz,971
ERR14391513_1.fastq.gz,20127
ERR14391514_1.fastq.gz,11998
ERR14391515_1.fastq.gz,257
ERR14391516_1.fastq.gz,27890
ERR14391517_1.fastq.gz,23400
ERR14391518_1.fastq.gz,368
ERR14391519_1.fastq.gz,24302
ERR14391520_1.fastq.gz,25452
ERR14391521_1.fastq.gz,608
ERR14391522_1.fastq.gz,22772
ERR14391523_1.fastq.gz,21382
ERR14391524_1.fastq.gz,687
ERR14391528_1.fastq.gz,32220
ERR14391529_1.fastq.gz,30483
ERR14391530_1.fastq.gz,848
ERR14391543_1.fastq.gz,19613
ERR14391544_1.fastq.gz,18197
ERR14391545_1.fastq.gz,420
ERR14391546_1.fastq.gz,26404
ERR14391547_1.fastq.gz,27797
ERR14391548_1.fastq.gz,753
ERR14391549_1.fastq.gz,37416
ERR14391550_1.fastq.gz,33180
ERR14391551_1.fastq.gz,805
ERR14391555_1.fastq.gz,45426
ERR14391556_1.fastq.gz,52077
ERR14391557_1.fastq.gz,1919
ERR14391558_1.fastq.gz,26576
ERR14391559_1.fastq.gz,30366
ERR14391560_1.fastq.gz,879
ERR14391564_1.fastq.gz,23612
ERR14391565_1.fastq.gz,25077
ERR14391566_1.fastq.gz,644
ERR14391567_1.fastq.gz,37120
ERR14391568_1.fastq.gz,39867
ERR14391569_1.fastq.gz,675
ERR14391570_1.fastq.gz,31603
ERR14391571_1.fastq.gz,31433
ERR14391572_1.fastq.gz,610
ERR14391573_1.fastq.gz,36805
ERR14391574_1.fastq.gz,36099
ERR14391575_1.fastq.gz,1570
ERR14391576_1.fastq.gz,33970
ERR14391577_1.fastq.gz,35235
ERR14391578_1.fastq.gz,1038
ERR14391579_1.fastq.gz,30696
ERR14391580_1.fastq.gz,24228
ERR14391581_1.fastq.gz,551
ERR14391588_1.fastq.gz,28956
ERR14391589_1.fastq.gz,29701
ERR14391590_1.fastq.gz,767
ERR14391591_1.fastq.gz,30098
ERR14391592_1.fastq.gz,31392
ERR14391593_1.fastq.gz,558
ERR14391594_1.fastq.gz,43497
ERR14391595_1.fastq.gz,42180
ERR14391596_1.fastq.gz,1337
ERR14391600_1.fastq.gz,35126
ERR14391601_1.fastq.gz,32962
ERR14391602_1.fastq.gz,1010
ERR14391609_1.fastq.gz,25050
ERR14391610_1.fastq.gz,27379
ERR14391611_1.fastq.gz,642
ERR14391612_1.fastq.gz,17051
ERR14391613_1.fastq.gz,17638
ERR14391614_1.fastq.gz,321
ERR14391615_1.fastq.gz,33056
ERR14391616_1.fastq.gz,36181
ERR14391617_1.fastq.gz,981
ERR14391618_1.fastq.gz,31835
ERR14391619_1.fastq.gz,25924
ERR14391620_1.fastq.gz,1196
ERR14391621_1.fastq.gz,33426
ERR14391622_1.fastq.gz,36063
ERR14391623_1.fastq.gz,1125
ERR14391624_1.fastq.gz,36770
ERR14391625_1.fastq.gz,34046
ERR14391626_1.fastq.gz,1302
ERR14391636_1.fastq.gz,28429
ERR14391637_1.fastq.gz,27343
ERR14391638_1.fastq.gz,931
ERR14391639_1.fastq.gz,28030
ERR14391640_1.fastq.gz,28447
ERR14391641_1.fastq.gz,1098
ERR14391642_1.fastq.gz,33240
ERR14391643_1.fastq.gz,27152
ERR14391644_1.fastq.gz,1061
ERR14391645_1.fastq.gz,49403
ERR14391646_1.fastq.gz,43897
ERR14391647_1.fastq.gz,1769
ERR14391648_1.fastq.gz,41355
ERR14391649_1.fastq.gz,39832
ERR14391650_1.fastq.gz,1269
ERR14391660_1.fastq.gz,34252
ERR14391661_1.fastq.gz,33089
ERR14391662_1.fastq.gz,554
ERR14391663_1.fastq.gz,33780
ERR14391664_1.fastq.gz,32194
ERR14391665_1.fastq.gz,1072
ERR14391666_1.fastq.gz,29107
ERR14391667_1.fastq.gz,26755
ERR14391668_1.fastq.gz,791
ERR14391672_1.fastq.gz,33974
ERR14391673_1.fastq.gz,31486
ERR14391674_1.fastq.gz,1166
ERR14391684_1.fastq.gz,28915
ERR14391685_1.fastq.gz,29498
ERR14391686_1.fastq.gz,1052
ERR14391693_1.fastq.gz,31093
ERR14391694_1.fastq.gz,30906
ERR14391695_1.fastq.gz,681
ERR14391696_1.fastq.gz,35309
ERR14391697_1.fastq.gz,33314
ERR14391698_1.fastq.gz,968
ERR14391702_1.fastq.gz,25094
ERR14391703_1.fastq.gz,28927
ERR14391704_1.fastq.gz,1103
ERR14391705_1.fastq.gz,21617
ERR14391706_1.fastq.gz,22932
ERR14391707_1.fastq.gz,791
ERR14391708_1.fastq.gz,28830
ERR14391709_1.fastq.gz,28896
ERR14391710_1.fastq.gz,871
ERR14391711_1.fastq.gz,25819
ERR14391712_1.fastq.gz,29163
ERR14391713_1.fastq.gz,1071
ERR14391714_1.fastq.gz,31631
ERR14391715_1.fastq.gz,30802
ERR14391716_1.fastq.gz,685
ERR14391717_1.fastq.gz,25890
ERR14391718_1.fastq.gz,28037
ERR14391719_1.fastq.gz,1011
ERR14391720_1.fastq.gz,32047
ERR14391721_1.fastq.gz,35552
ERR14391722_1.fastq.gz,1470
ERR14391735_1.fastq.gz,29043
ERR14391736_1.fastq.gz,31153
ERR14391737_1.fastq.gz,966
ERR14391738_1.fastq.gz,36330
ERR14391739_1.fastq.gz,38929
ERR14391740_1.fastq.gz,1562
ERR14391741_1.fastq.gz,31802
ERR14391742_1.fastq.gz,33797
ERR14391743_1.fastq.gz,1085
ERR14391744_1.fastq.gz,30232
ERR14391745_1.fastq.gz,32574
ERR14391746_1.fastq.gz,1097
ERR14391750_1.fastq.gz,24172
ERR14391751_1.fastq.gz,26651
ERR14391752_1.fastq.gz,907
ERR14391753_1.fastq.gz,38682
ERR14391754_1.fastq.gz,39111
ERR14391755_1.fastq.gz,534
ERR14391756_1.fastq.gz,27629
ERR14391757_1.fastq.gz,31495
ERR14391758_1.fastq.gz,942
ERR14391765_1.fastq.gz,24151
ERR14391766_1.fastq.gz,26483
ERR14391767_1.fastq.gz,920
ERR14391768_1.fastq.gz,23101
ERR14391769_1.fastq.gz,26460
ERR14391770_1.fastq.gz,966
ERR14391771_1.fastq.gz,32424
ERR14391772_1.fastq.gz,34077
ERR14391773_1.fastq.gz,973
ERR14391777_1.fastq.gz,28919
ERR14391778_1.fastq.gz,31651
ERR14391779_1.fastq.gz,1045
ERR14391780_1.fastq.gz,26427
ERR14391781_1.fastq.gz,28775
ERR14391782_1.fastq.gz,603
ERR14391789_1.fastq.gz,29642
ERR14391790_1.fastq.gz,28993
ERR14391791_1.fastq.gz,1158
ERR14391795_1.fastq.gz,28500
ERR14391796_1.fastq.gz,31655
ERR14391797_1.fastq.gz,1060
ERR14391798_1.fastq.gz,25708
ERR14391799_1.fastq.gz,31725
ERR14391800_1.fastq.gz,903
ERR14391807_1.fastq.gz,16562
ERR14391808_1.fastq.gz,19168
ERR14391809_1.fastq.gz,534
ERR14391819_1.fastq.gz,49634
ERR14391820_1.fastq.gz,50762
ERR14391821_1.fastq.gz,1959
ERR14391822_1.fastq.gz,24471
ERR14391823_1.fastq.gz,26468
ERR14391824_1.fastq.gz,870
ERR14391840_1.fastq.gz,34306
ERR14391841_1.fastq.gz,35524
ERR14391842_1.fastq.gz,1209
ERR14391855_1.fastq.gz,28956
ERR14391856_1.fastq.gz,32331
ERR14391857_1.fastq.gz,1139
ERR14391876_1.fastq.gz,30782
ERR14391877_1.fastq.gz,32084
ERR14391878_1.fastq.gz,1311
ERR14391879_1.fastq.gz,28068
ERR14391880_1.fastq.gz,32347
ERR14391881_1.fastq.gz,983
ERR14391891_1.fastq.gz,26123
ERR14391892_1.fastq.gz,25012
ERR14391893_1.fastq.gz,9
ERR14391894_1.fastq.gz,25270
ERR14391895_1.fastq.gz,22336
ERR14391896_1.fastq.gz,805
ERR14391900_1.fastq.gz,41440
ERR14391901_1.fastq.gz,40770
ERR14391902_1.fastq.gz,1397
ERR14391903_1.fastq.gz,34145
ERR14391904_1.fastq.gz,37808
ERR14391905_1.fastq.gz,1091
ERR14391915_1.fastq.gz,25361
ERR14391916_1.fastq.gz,29154
ERR14391917_1.fastq.gz,5
ERR14391924_1.fastq.gz,32514
ERR14391925_1.fastq.gz,31116
ERR14391926_1.fastq.gz,1164
ERR14391927_1.fastq.gz,29630
ERR14391928_1.fastq.gz,29176
ERR14391929_1.fastq.gz,946
ERR14391936_1.fastq.gz,27916
ERR14391937_1.fastq.gz,31358
ERR14391938_1.fastq.gz,811
ERR14391942_1.fastq.gz,34316
ERR14391943_1.fastq.gz,38547
ERR14391944_1.fastq.gz,975
ERR14391948_1.fastq.gz,23913
ERR14391949_1.fastq.gz,32990
ERR14391950_1.fastq.gz,1026
ERR14391951_1.fastq.gz,27188
ERR14391952_1.fastq.gz,31624
ERR14391953_1.fastq.gz,819
ERR14391972_1.fastq.gz,30964
ERR14391973_1.fastq.gz,33395
ERR14391974_1.fastq.gz,945
ERR14391993_1.fastq.gz,24723
ERR14391994_1.fastq.gz,38885
ERR14391995_1.fastq.gz,866
ERR14391996_1.fastq.gz,19982
ERR14391997_1.fastq.gz,30024
ERR14391998_1.fastq.gz,720
ERR14392005_1.fastq.gz,24645
ERR14392006_1.fastq.gz,27725
ERR14392007_1.fastq.gz,572
ERR14392008_1.fastq.gz,24539
ERR14392009_1.fastq.gz,37482
ERR14392010_1.fastq.gz,1303
ERR14392011_1.fastq.gz,23293
ERR14392012_1.fastq.gz,27546
ERR14392013_1.fastq.gz,1048
ERR14392017_1.fastq.gz,23627
ERR14392018_1.fastq.gz,30792
ERR14392019_1.fastq.gz,954
ERR14392029_1.fastq.gz,17918
ERR14392030_1.fastq.gz,36021
ERR14392031_1.fastq.gz,6
ERR14392032_1.fastq.gz,35612
ERR14392033_1.fastq.gz,39645
ERR14392034_1.fastq.gz,1059
ERR14392035_1.fastq.gz,13606
ERR14392036_1.fastq.gz,21467
ERR14392037_1.fastq.gz,447
ERR14392038_1.fastq.gz,29944
ERR14392039_1.fastq.gz,36778
ERR14392040_1.fastq.gz,851
ERR14392053_1.fastq.gz,63864
ERR14392054_1.fastq.gz,49587
ERR14392055_1.fastq.gz,1580
ERR14392056_1.fastq.gz,32783
ERR14392057_1.fastq.gz,41750
ERR14392058_1.fastq.gz,2242
ERR14392065_1.fastq.gz,59372
ERR14392066_1.fastq.gz,40800
ERR14392067_1.fastq.gz,2238
ERR14392068_1.fastq.gz,73752
ERR14392069_1.fastq.gz,67278
ERR14392070_1.fastq.gz,5621
ERR14392074_1.fastq.gz,30932
ERR14392075_1.fastq.gz,39953
ERR14392076_1.fastq.gz,1914
ERR14392077_1.fastq.gz,62023
ERR14392078_1.fastq.gz,42691
ERR14392079_1.fastq.gz,2711
ERR14392083_1.fastq.gz,14800
ERR14392084_1.fastq.gz,52030
ERR14392085_1.fastq.gz,1019
ERR14392086_1.fastq.gz,54791
ERR14392087_1.fastq.gz,41790
ERR14392088_1.fastq.gz,1022
ERR14392092_1.fastq.gz,59246
ERR14392093_1.fastq.gz,39028
ERR14392094_1.fastq.gz,1533
ERR14392101_1.fastq.gz,53180
ERR14392102_1.fastq.gz,43130
ERR14392103_1.fastq.gz,2977
ERR14392104_1.fastq.gz,24761
ERR14392105_1.fastq.gz,39295
ERR14392106_1.fastq.gz,1875
ERR14392107_1.fastq.gz,24750
ERR14392108_1.fastq.gz,32612
ERR14392109_1.fastq.gz,508
ERR14392110_1.fastq.gz,77544
ERR14392111_1.fastq.gz,62647
ERR14392112_1.fastq.gz,4172
ERR14392113_1.fastq.gz,53977
ERR14392114_1.fastq.gz,42904
ERR14392115_1.fastq.gz,1667
ERR14392119_1.fastq.gz,50585
ERR14392120_1.fastq.gz,42386
ERR14392121_1.fastq.gz,135
ERR14392128_1.fastq.gz,59192
ERR14392129_1.fastq.gz,49138
ERR14392130_1.fastq.gz,4426
ERR14392134_1.fastq.gz,57229
ERR14392135_1.fastq.gz,44628
ERR14392136_1.fastq.gz,1141
ERR14392137_1.fastq.gz,44081
ERR14392138_1.fastq.gz,44296
ERR14392139_1.fastq.gz,1675
ERR14392140_1.fastq.gz,42112
ERR14392141_1.fastq.gz,40682
ERR14392142_1.fastq.gz,2172
ERR14392146_1.fastq.gz,44952
ERR14392147_1.fastq.gz,33429
ERR14392148_1.fastq.gz,1655
ERR14392176_1.fastq.gz,49792
ERR14392177_1.fastq.gz,37901
ERR14392178_1.fastq.gz,1505
ERR14392182_1.fastq.gz,46596
ERR14392183_1.fastq.gz,40721
ERR14392184_1.fastq.gz,2403
ERR14392206_1.fastq.gz,34049
ERR14392207_1.fastq.gz,33823
ERR14392208_1.fastq.gz,272
ERR14392221_1.fastq.gz,25460
ERR14392222_1.fastq.gz,31052
ERR14392223_1.fastq.gz,2209
ERR14392278_1.fastq.gz,29731
ERR14392279_1.fastq.gz,30141
ERR14392280_1.fastq.gz,4723
ERR14392284_1.fastq.gz,29771
ERR14392285_1.fastq.gz,34164
ERR14392286_1.fastq.gz,10182
ERR14392287_1.fastq.gz,42923
ERR14392288_1.fastq.gz,37662
ERR14392289_1.fastq.gz,10712
ERR14392290_1.fastq.gz,35612
ERR14392291_1.fastq.gz,34692
ERR14392292_1.fastq.gz,11853
ERR14392296_1.fastq.gz,35956
ERR14392297_1.fastq.gz,27992
ERR14392298_1.fastq.gz,9073
ERR14392308_1.fastq.gz,17598
ERR14392309_1.fastq.gz,40045
ERR14392310_1.fastq.gz,2344
ERR14392338_1.fastq.gz,50560
ERR14392339_1.fastq.gz,49541
ERR14392340_1.fastq.gz,17646
ERR14392350_1.fastq.gz,40253
ERR14392351_1.fastq.gz,36351
ERR14392352_1.fastq.gz,11283
ERR14392380_1.fastq.gz,51311
ERR14392381_1.fastq.gz,48145
ERR14392382_1.fastq.gz,15585
ERR14392401_1.fastq.gz,32093
ERR14392402_1.fastq.gz,32384
ERR14392403_1.fastq.gz,7728
ERR14392452_1.fastq.gz,32855
ERR14392453_1.fastq.gz,31013
ERR14392454_1.fastq.gz,4074
ERR14392455_1.fastq.gz,20554
ERR14392456_1.fastq.gz,28018
ERR14392457_1.fastq.gz,6130
ERR14392461_1.fastq.gz,26655
ERR14392462_1.fastq.gz,26821
ERR14392463_1.fastq.gz,3631
ERR14392464_1.fastq.gz,30901
ERR14392465_1.fastq.gz,27798
ERR14392466_1.fastq.gz,12326
ERR14392467_1.fastq.gz,32827
ERR14392468_1.fastq.gz,25891
ERR14392469_1.fastq.gz,10307
ERR14392503_1.fastq.gz,64508
ERR14392504_1.fastq.gz,32403
ERR14392505_1.fastq.gz,12540
ERR14392512_1.fastq.gz,40253
ERR14392513_1.fastq.gz,21882
ERR14392514_1.fastq.gz,9925
ERR14392515_1.fastq.gz,55061
ERR14392516_1.fastq.gz,23182
ERR14392517_1.fastq.gz,6666
ERR14392530_1.fastq.gz,77052
ERR14392531_1.fastq.gz,73583
ERR14392532_1.fastq.gz,17924
ERR14392779_1.fastq.gz,18
ERR14392780_1.fastq.gz,21
ERR14392781_1.fastq.gz,3747
ERR14392782_1.fastq.gz,171
ERR14392783_1.fastq.gz,35504
ERR14392784_1.fastq.gz,1117
ERR14392803_1.fastq.gz,48318
ERR14392804_1.fastq.gz,25426
ERR14392805_1.fastq.gz,3014
ERR14392809_1.fastq.gz,42402
ERR14392810_1.fastq.gz,33249
ERR14392811_1.fastq.gz,4311
ERR14392815_1.fastq.gz,30225
ERR14392816_1.fastq.gz,25701
ERR14392817_1.fastq.gz,4027
ERR14392818_1.fastq.gz,27048
ERR14392819_1.fastq.gz,30526
ERR14392820_1.fastq.gz,2700
ERR14392821_1.fastq.gz,38378
ERR14392822_1.fastq.gz,31718
ERR14392823_1.fastq.gz,3983
ERR14392833_1.fastq.gz,40686
ERR14392834_1.fastq.gz,39286
ERR14392835_1.fastq.gz,5117
ERR14392836_1.fastq.gz,38679
ERR14392837_1.fastq.gz,31846
ERR14392838_1.fastq.gz,832
ERR14392854_1.fastq.gz,21449
ERR14392855_1.fastq.gz,34153
ERR14392856_1.fastq.gz,1224
ERR14392866_1.fastq.gz,28951
ERR14392867_1.fastq.gz,30094
ERR14392868_1.fastq.gz,2397
ERR14392881_1.fastq.gz,49544
ERR14392882_1.fastq.gz,42539
ERR14392883_1.fastq.gz,5719
ERR14392887_1.fastq.gz,36460
ERR14392888_1.fastq.gz,34612
ERR14392889_1.fastq.gz,3852
ERR14392890_1.fastq.gz,32472
ERR14392891_1.fastq.gz,26709
ERR14392892_1.fastq.gz,2399
ERR14392893_1.fastq.gz,31498
ERR14392894_1.fastq.gz,30337
ERR14392895_1.fastq.gz,2339
ERR14392908_1.fastq.gz,38458
ERR14392909_1.fastq.gz,31138
ERR14392910_1.fastq.gz,3344
ERR14392911_1.fastq.gz,38923
ERR14392912_1.fastq.gz,32775
ERR14392913_1.fastq.gz,2988
ERR14392923_1.fastq.gz,41220
ERR14392924_1.fastq.gz,28143
ERR14392925_1.fastq.gz,4332
ERR14392929_1.fastq.gz,35896
ERR14392930_1.fastq.gz,31262
ERR14392931_1.fastq.gz,2084
ERR14392932_1.fastq.gz,15710
ERR14392933_1.fastq.gz,22507
ERR14392934_1.fastq.gz,27
ERR14392935_1.fastq.gz,30435
ERR14392936_1.fastq.gz,20923
ERR14392937_1.fastq.gz,42
ERR14392938_1.fastq.gz,37565
ERR14392939_1.fastq.gz,34745
ERR14392940_1.fastq.gz,2641
ERR14392947_1.fastq.gz,37957
ERR14392948_1.fastq.gz,21320
ERR14392949_1.fastq.gz,3425
ERR14392950_1.fastq.gz,706
ERR14392951_1.fastq.gz,31940
ERR14392952_1.fastq.gz,28
ERR14392959_1.fastq.gz,32735
ERR14392960_1.fastq.gz,25874
ERR14392961_1.fastq.gz,3632
ERR14392962_1.fastq.gz,37915
ERR14392963_1.fastq.gz,27420
ERR14392964_1.fastq.gz,2873
ERR14392968_1.fastq.gz,39807
ERR14392969_1.fastq.gz,32106
ERR14392970_1.fastq.gz,1450
ERR14392974_1.fastq.gz,209
ERR14392975_1.fastq.gz,20456
ERR14392976_1.fastq.gz,31
ERR14392998_1.fastq.gz,27347
ERR14392999_1.fastq.gz,27524
ERR14393000_1.fastq.gz,1914
ERR14393028_1.fastq.gz,23084
ERR14393029_1.fastq.gz,39786
ERR14393030_1.fastq.gz,394
ERR14393037_1.fastq.gz,59070
ERR14393038_1.fastq.gz,50393
ERR14393039_1.fastq.gz,2334
ERR14393040_1.fastq.gz,68158
ERR14393041_1.fastq.gz,26438
ERR14393042_1.fastq.gz,2940
ERR14393043_1.fastq.gz,55412
ERR14393044_1.fastq.gz,46741
ERR14393045_1.fastq.gz,3156
ERR14393049_1.fastq.gz,41534
ERR14393050_1.fastq.gz,41791
ERR14393051_1.fastq.gz,2186
ERR14393052_1.fastq.gz,48022
ERR14393053_1.fastq.gz,45850
ERR14393054_1.fastq.gz,2453
ERR14393058_1.fastq.gz,31889
ERR14393059_1.fastq.gz,42088
ERR14393060_1.fastq.gz,2358
ERR14393061_1.fastq.gz,30321
ERR14393062_1.fastq.gz,55613
ERR14393063_1.fastq.gz,924
ERR14393064_1.fastq.gz,59746
ERR14393065_1.fastq.gz,48570
ERR14393066_1.fastq.gz,2651
ERR14393067_1.fastq.gz,63182
ERR14393068_1.fastq.gz,48533
ERR14393069_1.fastq.gz,4218
ERR14393073_1.fastq.gz,62932
ERR14393074_1.fastq.gz,50365
ERR14393075_1.fastq.gz,2244
ERR14393085_1.fastq.gz,77093
ERR14393086_1.fastq.gz,57834
ERR14393087_1.fastq.gz,2076
ERR14393088_1.fastq.gz,55880
ERR14393089_1.fastq.gz,45169
ERR14393090_1.fastq.gz,2073
ERR14393091_1.fastq.gz,55347
ERR14393092_1.fastq.gz,46028
ERR14393093_1.fastq.gz,1005
ERR14393094_1.fastq.gz,42802
ERR14393095_1.fastq.gz,47885
ERR14393096_1.fastq.gz,1175
ERR14393100_1.fastq.gz,52920
ERR14393101_1.fastq.gz,45595
ERR14393102_1.fastq.gz,2485
ERR14393103_1.fastq.gz,40845
ERR14393104_1.fastq.gz,36550
ERR14393105_1.fastq.gz,925
ERR14393106_1.fastq.gz,24070
ERR14393107_1.fastq.gz,49324
ERR14393108_1.fastq.gz,2181
ERR14393112_1.fastq.gz,58881
ERR14393113_1.fastq.gz,45550
ERR14393114_1.fastq.gz,360
ERR14393118_1.fastq.gz,33912
ERR14393119_1.fastq.gz,38733
ERR14393120_1.fastq.gz,2276
ERR14393127_1.fastq.gz,17736
ERR14393128_1.fastq.gz,38967
ERR14393129_1.fastq.gz,981
ERR14393130_1.fastq.gz,46121
ERR14393131_1.fastq.gz,39278
ERR14393132_1.fastq.gz,1498
ERR14393133_1.fastq.gz,38834
ERR14393134_1.fastq.gz,30576
ERR14393135_1.fastq.gz,777
ERR14393142_1.fastq.gz,34782
ERR14393143_1.fastq.gz,44238
ERR14393144_1.fastq.gz,656
ERR14393154_1.fastq.gz,55333
ERR14393155_1.fastq.gz,47033
ERR14393156_1.fastq.gz,203
ERR14393175_1.fastq.gz,43856
ERR14393176_1.fastq.gz,37663
ERR14393177_1.fastq.gz,1169
ERR14393178_1.fastq.gz,64795
ERR14393179_1.fastq.gz,51098
ERR14393180_1.fastq.gz,2223
ERR14393184_1.fastq.gz,54722
ERR14393185_1.fastq.gz,44942
ERR14393186_1.fastq.gz,1854
ERR14393190_1.fastq.gz,42916
ERR14393191_1.fastq.gz,51689
ERR14393192_1.fastq.gz,2155
ERR14393193_1.fastq.gz,40124
ERR14393194_1.fastq.gz,40089
ERR14393195_1.fastq.gz,1167
ERR14393205_1.fastq.gz,27888
ERR14393206_1.fastq.gz,47069
ERR14393207_1.fastq.gz,1773
ERR14393208_1.fastq.gz,23981
ERR14393209_1.fastq.gz,37848
ERR14393210_1.fastq.gz,2191
ERR14393211_1.fastq.gz,53998
ERR14393212_1.fastq.gz,44238
ERR14393213_1.fastq.gz,1968
ERR14393214_1.fastq.gz,31601
ERR14393215_1.fastq.gz,48793
ERR14393216_1.fastq.gz,2195
ERR14393223_1.fastq.gz,37026
ERR14393224_1.fastq.gz,56718
ERR14393225_1.fastq.gz,1570
ERR14393226_1.fastq.gz,41312
ERR14393227_1.fastq.gz,50376
ERR14393228_1.fastq.gz,2102
ERR14393229_1.fastq.gz,34354
ERR14393230_1.fastq.gz,50214
ERR14393231_1.fastq.gz,1775
ERR14393235_1.fastq.gz,38921
ERR14393236_1.fastq.gz,46204
ERR14393237_1.fastq.gz,2022
ERR14393238_1.fastq.gz,52202
ERR14393239_1.fastq.gz,42977
ERR14393240_1.fastq.gz,2118
ERR14393241_1.fastq.gz,20529
ERR14393242_1.fastq.gz,48962
ERR14393243_1.fastq.gz,449
ERR14393244_1.fastq.gz,36463
ERR14393245_1.fastq.gz,50890
ERR14393246_1.fastq.gz,0
ERR14393247_1.fastq.gz,27845
ERR14393248_1.fastq.gz,45160
ERR14393249_1.fastq.gz,1115
ERR14393250_1.fastq.gz,35202
ERR14393251_1.fastq.gz,19911
ERR14393252_1.fastq.gz,1723
ERR14393253_1.fastq.gz,27098
ERR14393254_1.fastq.gz,47013
ERR14393255_1.fastq.gz,1660
ERR14393256_1.fastq.gz,31446
ERR14393257_1.fastq.gz,50994
ERR14393258_1.fastq.gz,256
ERR14393259_1.fastq.gz,42679
ERR14393260_1.fastq.gz,41640
ERR14393261_1.fastq.gz,1008
ERR14393262_1.fastq.gz,21210
ERR14393263_1.fastq.gz,36880
ERR14393264_1.fastq.gz,150
ERR14393265_1.fastq.gz,30368
ERR14393266_1.fastq.gz,48324
ERR14393267_1.fastq.gz,942
ERR14393268_1.fastq.gz,14609
ERR14393269_1.fastq.gz,28152
ERR14393270_1.fastq.gz,463
ERR14393271_1.fastq.gz,34075
ERR14393272_1.fastq.gz,39735
ERR14393273_1.fastq.gz,240
ERR14393274_1.fastq.gz,51768
ERR14393275_1.fastq.gz,41711
ERR14393276_1.fastq.gz,1763
ERR14393283_1.fastq.gz,28184
ERR14393284_1.fastq.gz,40353
ERR14393285_1.fastq.gz,2735
ERR14393295_1.fastq.gz,56699
ERR14393296_1.fastq.gz,50823
ERR14393297_1.fastq.gz,1303
ERR14393301_1.fastq.gz,41832
ERR14393302_1.fastq.gz,46573
ERR14393303_1.fastq.gz,2136
ERR14393307_1.fastq.gz,55926
ERR14393308_1.fastq.gz,47729
ERR14393309_1.fastq.gz,3127
ERR14393310_1.fastq.gz,45565
ERR14393311_1.fastq.gz,42964
ERR14393312_1.fastq.gz,1846
ERR14393313_1.fastq.gz,55802
ERR14393314_1.fastq.gz,58758
ERR14393315_1.fastq.gz,164
ERR14393316_1.fastq.gz,52432
ERR14393317_1.fastq.gz,49094
ERR14393318_1.fastq.gz,2936
ERR14393322_1.fastq.gz,58225
ERR14393323_1.fastq.gz,51737
ERR14393324_1.fastq.gz,2543
ERR14393325_1.fastq.gz,53793
ERR14393326_1.fastq.gz,36857
ERR14393327_1.fastq.gz,2705
ERR14393328_1.fastq.gz,57285
ERR14393329_1.fastq.gz,49654
ERR14393330_1.fastq.gz,2439
ERR14393331_1.fastq.gz,42666
ERR14393332_1.fastq.gz,39163
ERR14393333_1.fastq.gz,1409
ERR14393334_1.fastq.gz,50606
ERR14393335_1.fastq.gz,45517
ERR14393336_1.fastq.gz,2982
ERR14393340_1.fastq.gz,60197
ERR14393341_1.fastq.gz,55801
ERR14393342_1.fastq.gz,1664
ERR14393379_1.fastq.gz,59592
ERR14393380_1.fastq.gz,46823
ERR14393381_1.fastq.gz,2306
ERR14393418_1.fastq.gz,37571
ERR14393419_1.fastq.gz,19027
ERR14393420_1.fastq.gz,1237
ERR14393439_1.fastq.gz,48470
ERR14393440_1.fastq.gz,38865
ERR14393441_1.fastq.gz,167
ERR14393463_1.fastq.gz,50234
ERR14393464_1.fastq.gz,49530
ERR14393465_1.fastq.gz,1318
ERR14393487_1.fastq.gz,24010
ERR14393488_1.fastq.gz,14460
ERR14393489_1.fastq.gz,989
ERR14393493_1.fastq.gz,47587
ERR14393494_1.fastq.gz,44876
ERR14393495_1.fastq.gz,2359
ERR14393496_1.fastq.gz,53839
ERR14393497_1.fastq.gz,68803
ERR14393498_1.fastq.gz,3736
ERR14393499_1.fastq.gz,45373
ERR14393500_1.fastq.gz,39232
ERR14393501_1.fastq.gz,1806
ERR14393511_1.fastq.gz,12820
ERR14393512_1.fastq.gz,7467
ERR14393513_1.fastq.gz,614
ERR14393514_1.fastq.gz,44800
ERR14393515_1.fastq.gz,42886
ERR14393516_1.fastq.gz,314
ERR14393517_1.fastq.gz,45081
ERR14393518_1.fastq.gz,47258
ERR14393519_1.fastq.gz,1690
ERR14393523_1.fastq.gz,40444
ERR14393524_1.fastq.gz,35513
ERR14393525_1.fastq.gz,2059
ERR14393538_1.fastq.gz,58787
ERR14393539_1.fastq.gz,63562
ERR14393540_1.fastq.gz,3066
ERR14393541_1.fastq.gz,47486
ERR14393542_1.fastq.gz,42507
ERR14393543_1.fastq.gz,1326
ERR14393544_1.fastq.gz,28647
ERR14393545_1.fastq.gz,24797
ERR14393546_1.fastq.gz,2148
ERR14393553_1.fastq.gz,26909
ERR14393554_1.fastq.gz,32380
ERR14393555_1.fastq.gz,1327
ERR14393562_1.fastq.gz,32970
ERR14393563_1.fastq.gz,41803
ERR14393564_1.fastq.gz,1851
ERR14393565_1.fastq.gz,48028
ERR14393566_1.fastq.gz,49280
ERR14393567_1.fastq.gz,1898
ERR14393568_1.fastq.gz,31321
ERR14393569_1.fastq.gz,49152
ERR14393570_1.fastq.gz,1926
ERR14393607_1.fastq.gz,43138
