sample_title,run_accession,panel
RCN12700,ERR14389378,GRC2
RCN12700,ERR14389379,SPEC
RCN12701,ERR14389380,GRC1
RCN12701,ERR14389381,GRC2
RCN12701,ERR14389382,SPEC
RCN12702,ERR14389383,GRC1
RCN12702,ERR14389384,GRC2
RCN12702,ERR14389385,SPEC
RCN12703,ERR14389386,GRC1
RCN12703,ERR14389387,GRC2
RCN12703,ERR14389388,SPEC
RCN12704,ERR14389389,GRC1
RCN12704,ERR14389390,GRC2
RCN12704,ERR14389391,SPEC
RCN12705,ERR14389392,GRC1
RCN12705,ERR14389393,GRC2
RCN12705,ERR14389394,SPEC
RCN12706,ERR14389395,GRC1
RCN12706,ERR14389396,GRC2
RCN12706,ERR14389397,SPEC
RCN12707,ERR14389398,GRC1
RCN12707,ERR14389399,GRC2
RCN12707,ERR14389400,SPEC
RCN12708,ERR14389401,GRC1
RCN12708,ERR14389402,GRC2
RCN12708,ERR14389403,SPEC
RCN12709,ERR14389404,GRC1
RCN12709,ERR14389405,GRC2
RCN12709,ERR14389406,SPEC
RCN12710,ERR14389407,GRC1
RCN12710,ERR14389408,GRC2
RCN12710,ERR14389409,SPEC
RCN12711,ERR14389410,GRC1
RCN12711,ERR14389411,GRC2
RCN12711,ERR14389412,SPEC
RCN12712,ERR14389413,GRC1
RCN12712,ERR14389414,GRC2
RCN12712,ERR14389415,SPEC
RCN12713,ERR14389416,GRC1
RCN12713,ERR14389417,GRC2
RCN12713,ERR14389418,SPEC
RCN12714,ERR14389419,GRC1
RCN12714,ERR14389420,GRC2
RCN12714,ERR14389421,SPEC
RCN12715,ERR14389422,GRC1
RCN12715,ERR14389423,GRC2
RCN12715,ERR14389424,SPEC
RCN12716,ERR14389425,GRC1
RCN12716,ERR14389426,GRC2
RCN12716,ERR14389427,SPEC
RCN12718,ERR14389428,GRC1
RCN12718,ERR14389429,GRC2
RCN12718,ERR14389430,SPEC
RCN12719,ERR14389431,GRC1
RCN12719,ERR14389432,GRC2
RCN12719,ERR14389433,SPEC
RCN12720,ERR14389434,GRC1
RCN12720,ERR14389435,GRC2
RCN12720,ERR14389436,SPEC
RCN12721,ERR14389437,GRC1
RCN12721,ERR14389438,GRC2
RCN12721,ERR14389439,SPEC
RCN12722,ERR14389440,GRC1
RCN12722,ERR14389441,GRC2
RCN12722,ERR14389442,SPEC
RCN12723,ERR14389443,GRC1
RCN12723,ERR14389444,GRC2
RCN12723,ERR14389445,SPEC
RCN12724,ERR14389446,GRC1
RCN12724,ERR14389447,GRC2
RCN12724,ERR14389448,SPEC
RCN12725,ERR14389449,GRC1
RCN12725,ERR14389450,GRC2
RCN12725,ERR14389451,SPEC
RCN12726,ERR14389452,GRC1
RCN12726,ERR14389453,GRC2
RCN12726,ERR14389454,SPEC
RCN12727,ERR14389455,GRC1
RCN12727,ERR14389456,GRC2
RCN12727,ERR14389457,SPEC
RCN12728,ERR14389458,GRC1
RCN12728,ERR14389459,GRC2
RCN12728,ERR14389460,SPEC
RCN12729,ERR14389461,GRC1
RCN12729,ERR14389462,GRC2
RCN12729,ERR14389463,SPEC
RCN12730,ERR14389464,GRC1
RCN12730,ERR14389465,GRC2
RCN12730,ERR14389466,SPEC
RCN12731,ERR14389467,GRC1
RCN12731,ERR14389468,GRC2
RCN12731,ERR14389469,SPEC
RCN12732,ERR14389470,GRC1
RCN12732,ERR14389471,GRC2
RCN12732,ERR14389472,SPEC
RCN12733,ERR14389473,GRC1
RCN12733,ERR14389474,GRC2
RCN12733,ERR14389475,SPEC
RCN12734,ERR14389476,GRC1
RCN12734,ERR14389477,GRC2
RCN12734,ERR14389478,SPEC
RCN12735,ERR14389479,GRC1
RCN12735,ERR14389480,GRC2
RCN12735,ERR14389481,SPEC
RCN12736,ERR14389482,GRC1
RCN12736,ERR14389483,GRC2
RCN12736,ERR14389484,SPEC
RCN12737,ERR14389485,GRC1
RCN12737,ERR14389486,GRC2
RCN12737,ERR14389487,SPEC
RCN12738,ERR14389488,GRC1
RCN12738,ERR14389489,GRC2
RCN12738,ERR14389490,SPEC
RCN12739,ERR14389491,GRC1
RCN12739,ERR14389492,GRC2
RCN12739,ERR14389493,SPEC
RCN12740,ERR14389494,GRC1
RCN12740,ERR14389495,GRC2
RCN12740,ERR14389496,SPEC
RCN12741,ERR14389497,GRC1
RCN12741,ERR14389498,GRC2
RCN12741,ERR14389499,SPEC
RCN12742,ERR14389500,GRC1
RCN12742,ERR14389501,GRC2
RCN12742,ERR14389502,SPEC
RCN12743,ERR14389503,GRC1
RCN12743,ERR14389504,GRC2
RCN12743,ERR14389505,SPEC
RCN12744,ERR14389506,GRC1
RCN12744,ERR14389507,GRC2
RCN12744,ERR14389508,SPEC
RCN12745,ERR14389509,GRC1
RCN12745,ERR14389510,GRC2
RCN12745,ERR14389511,SPEC
RCN12746,ERR14389512,GRC1
RCN12746,ERR14389513,GRC2
RCN12746,ERR14389514,SPEC
RCN12749,ERR14389515,GRC1
RCN12749,ERR14389516,GRC2
RCN12749,ERR14389517,SPEC
RCN12750,ERR14389518,GRC1
RCN12750,ERR14389519,GRC2
RCN12750,ERR14389520,SPEC
RCN12751,ERR14389521,GRC1
RCN12751,ERR14389522,GRC2
RCN12751,ERR14389523,SPEC
RCN12752,ERR14389524,GRC1
RCN12752,ERR14389525,GRC2
RCN12752,ERR14389526,SPEC
RCN12768,ERR14389527,GRC1
RCN12768,ERR14389528,GRC2
RCN12768,ERR14389529,SPEC
RCN12769,ERR14389530,GRC1
RCN12769,ERR14389531,GRC2
RCN12769,ERR14389532,SPEC
RCN12770,ERR14389533,GRC1
RCN12770,ERR14389534,GRC2
RCN12770,ERR14389535,SPEC
RCN12772,ERR14389536,GRC1
RCN12772,ERR14389537,GRC2
RCN12772,ERR14389538,SPEC
RCN12773,ERR14389539,GRC1
RCN12773,ERR14389540,GRC2
RCN12773,ERR14389541,SPEC
RCN12774,ERR14389542,GRC1
RCN12774,ERR14389543,GRC2
RCN12774,ERR14389544,SPEC
RCN12776,ERR14389545,GRC1
RCN12776,ERR14389546,GRC2
RCN12776,ERR14389547,SPEC
RCN12779,ERR14389548,GRC1
RCN12779,ERR14389549,GRC2
RCN12779,ERR14389550,SPEC
RCN12780,ERR14389551,GRC1
RCN12780,ERR14389552,GRC2
RCN12780,ERR14389553,SPEC
RCN12781,ERR14389554,GRC1
RCN12781,ERR14389555,GRC2
RCN12781,ERR14389556,SPEC
RCN12782,ERR14389557,GRC1
RCN12782,ERR14389558,GRC2
RCN12782,ERR14389559,SPEC
RCN12784,ERR14389560,GRC1
RCN12784,ERR14389561,GRC2
RCN12784,ERR14389562,SPEC
RCN12785,ERR14389563,GRC1
RCN12785,ERR14389564,GRC2
RCN12785,ERR14389565,SPEC
RCN12786,ERR14389566,GRC1
RCN12786,ERR14389567,GRC2
RCN12786,ERR14389568,SPEC
RCN12787,ERR14389569,GRC1
RCN12787,ERR14389570,GRC2
RCN12787,ERR14389571,SPEC
RCN12788,ERR14389572,GRC1
RCN12788,ERR14389573,GRC2
RCN12788,ERR14389574,SPEC
RCN12789,ERR14389575,GRC1
RCN12789,ERR14389576,GRC2
RCN12789,ERR14389577,SPEC
RCN12791,ERR14389578,GRC1
RCN12791,ERR14389579,GRC2
RCN12791,ERR14389580,SPEC
RCN12792,ERR14389581,GRC1
RCN12792,ERR14389582,GRC2
RCN12792,ERR14389583,SPEC
RCN12793,ERR14389584,GRC1
RCN12793,ERR14389585,GRC2
RCN12793,ERR14389586,SPEC
RCN12794,ERR14389587,GRC1
RCN12794,ERR14389588,GRC2
RCN12794,ERR14389589,SPEC
RCN12795,ERR14389590,GRC1
RCN12795,ERR14389591,GRC2
RCN12795,ERR14389592,SPEC
RCN12796,ERR14389593,GRC1
RCN12796,ERR14389594,GRC2
RCN12796,ERR14389595,SPEC
RCN12797,ERR14389596,GRC1
RCN12797,ERR14389597,GRC2
RCN12797,ERR14389598,SPEC
RCN12798,ERR14389599,GRC1
RCN12798,ERR14389600,GRC2
RCN12798,ERR14389601,SPEC
RCN12799,ERR14389602,GRC1
RCN12799,ERR14389603,GRC2
RCN12799,ERR14389604,SPEC
RCN12800,ERR14389605,GRC1
RCN12800,ERR14389606,GRC2
RCN12800,ERR14389607,SPEC
RCN12801,ERR14389608,GRC1
RCN12801,ERR14389609,GRC2
RCN12801,ERR14389610,SPEC
RCN12802,ERR14389611,GRC1
RCN12802,ERR14389612,GRC2
RCN12802,ERR14389613,SPEC
RCN12803,ERR14389614,GRC1
RCN12803,ERR14389615,GRC2
RCN12803,ERR14389616,SPEC
RCN12804,ERR14389617,GRC1
RCN12804,ERR14389618,GRC2
RCN12804,ERR14389619,SPEC
RCN12806,ERR14389620,GRC1
RCN12806,ERR14389621,GRC2
RCN12806,ERR14389622,SPEC
RCN12807,ERR14389623,GRC1
RCN12807,ERR14389624,GRC2
RCN12807,ERR14389625,SPEC
RCN12808,ERR14389626,GRC1
RCN12808,ERR14389627,GRC2
RCN12808,ERR14389628,SPEC
RCN12809,ERR14389629,GRC1
RCN12809,ERR14389630,GRC2
RCN12809,ERR14389631,SPEC
RCN12810,ERR14389632,GRC1
RCN12810,ERR14389633,GRC2
RCN12810,ERR14389634,SPEC
RCN12811,ERR14389635,GRC1
RCN12811,ERR14389636,GRC2
RCN12811,ERR14389637,SPEC
RCN12812,ERR14389638,GRC1
RCN12812,ERR14389639,GRC2
RCN12812,ERR14389640,SPEC
RCN12813,ERR14389641,GRC1
RCN12813,ERR14389642,GRC2
RCN12813,ERR14389643,SPEC
RCN12815,ERR14389644,GRC1
RCN12815,ERR14389645,GRC2
RCN12815,ERR14389646,SPEC
RCN12816,ERR14389647,GRC1
RCN12816,ERR14389648,GRC2
RCN12816,ERR14389649,SPEC
RCN12817,ERR14389650,GRC1
RCN12817,ERR14389651,GRC2
RCN12817,ERR14389652,SPEC
RCN12818,ERR14389653,GRC1
RCN12818,ERR14389654,GRC2
RCN12818,ERR14389655,SPEC
RCN12819,ERR14389656,GRC1
RCN12819,ERR14389657,GRC2
RCN12819,ERR14389658,SPEC
RCN12820,ERR14389659,GRC1
RCN12820,ERR14389660,GRC2
RCN12820,ERR14389661,SPEC
RCN12821,ERR14389662,GRC1
RCN12821,ERR14389663,GRC2
RCN12821,ERR14389664,SPEC
RCN12822,ERR14389665,GRC1
RCN12822,ERR14389666,GRC2
RCN12822,ERR14389667,SPEC
RCN12823,ERR14389668,GRC1
RCN12823,ERR14389669,GRC2
RCN12823,ERR14389670,SPEC
RCN12824,ERR14389671,GRC1
RCN12824,ERR14389672,GRC2
RCN12824,ERR14389673,SPEC
RCN12825,ERR14389674,GRC1
RCN12825,ERR14389675,GRC2
RCN12825,ERR14389676,SPEC
RCN12826,ERR14389677,GRC1
RCN12826,ERR14389678,GRC2
RCN12826,ERR14389679,SPEC
RCN12827,ERR14389680,GRC1
RCN12827,ERR14389681,GRC2
RCN12827,ERR14389682,SPEC
RCN12828,ERR14389683,GRC1
RCN12828,ERR14389684,GRC2
RCN12828,ERR14389685,SPEC
RCN12829,ERR14389686,GRC1
RCN12829,ERR14389687,GRC2
RCN12829,ERR14389688,SPEC
RCN12830,ERR14389689,GRC1
RCN12830,ERR14389690,GRC2
RCN12830,ERR14389691,SPEC
RCN12831,ERR14389692,GRC1
RCN12831,ERR14389693,GRC2
RCN12831,ERR14389694,SPEC
RCN12832,ERR14389695,GRC1
RCN12832,ERR14389696,GRC2
RCN12832,ERR14389697,SPEC
RCN12834,ERR14389698,GRC1
RCN12834,ERR14389699,GRC2
RCN12834,ERR14389700,SPEC
RCN12835,ERR14389701,GRC1
RCN12835,ERR14389702,GRC2
RCN12835,ERR14389703,SPEC
RCN12836,ERR14389704,GRC1
RCN12836,ERR14389705,GRC2
RCN12836,ERR14389706,SPEC
RCN12837,ERR14389707,GRC1
RCN12837,ERR14389708,GRC2
RCN12837,ERR14389709,SPEC
RCN12838,ERR14389710,GRC1
RCN12838,ERR14389711,GRC2
RCN12838,ERR14389712,SPEC
RCN12839,ERR14389713,GRC1
RCN12839,ERR14389714,GRC2
RCN12839,ERR14389715,SPEC
RCN12840,ERR14389716,GRC1
RCN12840,ERR14389717,GRC2
RCN12840,ERR14389718,SPEC
RCN12841,ERR14389719,GRC1
RCN12841,ERR14389720,GRC2
RCN12841,ERR14389721,SPEC
RCN12842,ERR14389722,GRC1
RCN12842,ERR14389723,GRC2
RCN12842,ERR14389724,SPEC
RCN12843,ERR14389725,GRC1
RCN12843,ERR14389726,GRC2
RCN12843,ERR14389727,SPEC
RCN12844,ERR14389728,GRC1
RCN12844,ERR14389729,GRC2
RCN12844,ERR14389730,SPEC
RCN12845,ERR14389731,GRC1
RCN12845,ERR14389732,GRC2
RCN12845,ERR14389733,SPEC
RCN12846,ERR14389734,GRC1
RCN12846,ERR14389735,GRC2
RCN12846,ERR14389736,SPEC
RCN12847,ERR14389737,GRC1
RCN12847,ERR14389738,GRC2
RCN12847,ERR14389739,SPEC
RCN12848,ERR14389740,GRC1
RCN12848,ERR14389741,GRC2
RCN12848,ERR14389742,SPEC
RCN12849,ERR14389743,GRC1
RCN12849,ERR14389744,GRC2
RCN12849,ERR14389745,SPEC
RCN12850,ERR14389746,GRC1
RCN12850,ERR14389747,GRC2
RCN12850,ERR14389748,SPEC
RCN12851,ERR14389749,GRC1
RCN12851,ERR14389750,GRC2
RCN12851,ERR14389751,SPEC
RCN12852,ERR14389752,GRC1
RCN12852,ERR14389753,GRC2
RCN12852,ERR14389754,SPEC
RCN12854,ERR14389755,GRC1
RCN12854,ERR14389756,GRC2
RCN12854,ERR14389757,SPEC
RCN12855,ERR14389758,GRC1
RCN12855,ERR14389759,GRC2
RCN12855,ERR14389760,SPEC
RCN12856,ERR14389761,GRC1
RCN12856,ERR14389762,GRC2
RCN12856,ERR14389763,SPEC
RCN12857,ERR14389764,GRC1
RCN12857,ERR14389765,GRC2
RCN12857,ERR14389766,SPEC
RCN12858,ERR14389767,GRC1
RCN12858,ERR14389768,GRC2
RCN12858,ERR14389769,SPEC
RCN12859,ERR14389770,GRC1
RCN12859,ERR14389771,GRC2
RCN12859,ERR14389772,SPEC
RCN12860,ERR14389773,GRC1
RCN12860,ERR14389774,GRC2
RCN12860,ERR14389775,SPEC
RCN12862,ERR14389776,GRC1
RCN12862,ERR14389777,GRC2
RCN12862,ERR14389778,SPEC
RCN12865,ERR14389779,GRC1
RCN12865,ERR14389780,GRC2
RCN12865,ERR14389781,SPEC
RCN12866,ERR14389782,GRC1
RCN12866,ERR14389783,GRC2
RCN12866,ERR14389784,SPEC
RCN12867,ERR14389785,GRC1
RCN12867,ERR14389786,GRC2
RCN12867,ERR14389787,SPEC
RCN12868,ERR14389788,GRC1
RCN12868,ERR14389789,GRC2
RCN12868,ERR14389790,SPEC
RCN12869,ERR14389791,GRC1
RCN12869,ERR14389792,GRC2
RCN12869,ERR14389793,SPEC
RCN12870,ERR14389794,GRC1
RCN12870,ERR14389795,GRC2
RCN12870,ERR14389796,SPEC
RCN12871,ERR14389797,GRC1
RCN12871,ERR14389798,GRC2
RCN12871,ERR14389799,SPEC
RCN12873,ERR14389800,GRC1
RCN12873,ERR14389801,GRC2
RCN12873,ERR14389802,SPEC
RCN12874,ERR14389803,GRC1
RCN12874,ERR14389804,GRC2
RCN12874,ERR14389805,SPEC
RCN12875,ERR14389806,GRC1
RCN12875,ERR14389807,GRC2
RCN12875,ERR14389808,SPEC
RCN12876,ERR14389809,GRC1
RCN12876,ERR14389810,GRC2
RCN12876,ERR14389811,SPEC
RCN12877,ERR14389812,GRC1
RCN12877,ERR14389813,GRC2
RCN12877,ERR14389814,SPEC
RCN12878,ERR14389815,GRC1
RCN12878,ERR14389816,GRC2
RCN12878,ERR14389817,SPEC
RCN12879,ERR14389818,GRC1
RCN12879,ERR14389819,GRC2
RCN12879,ERR14389820,SPEC
RCN12880,ERR14389821,GRC1
RCN12880,ERR14389822,GRC2
RCN12880,ERR14389823,SPEC
RCN12881,ERR14389824,GRC1
RCN12881,ERR14389825,GRC2
RCN12881,ERR14389826,SPEC
RCN12882,ERR14389827,GRC1
RCN12882,ERR14389828,GRC2
RCN12882,ERR14389829,SPEC
RCN12883,ERR14389830,GRC1
RCN12883,ERR14389831,GRC2
RCN12883,ERR14389832,SPEC
RCN12884,ERR14389833,GRC1
RCN12884,ERR14389834,GRC2
RCN12884,ERR14389835,SPEC
RCN12885,ERR14389836,GRC1
RCN12885,ERR14389837,GRC2
RCN12885,ERR14389838,SPEC
RCN12886,ERR14389839,GRC1
RCN12886,ERR14389840,GRC2
RCN12886,ERR14389841,SPEC
RCN12887,ERR14389842,GRC1
RCN12887,ERR14389843,GRC2
RCN12887,ERR14389844,SPEC
RCN12888,ERR14389845,GRC1
RCN12888,ERR14389846,GRC2
RCN12888,ERR14389847,SPEC
RCN12889,ERR14389848,GRC1
RCN12889,ERR14389849,GRC2
RCN12889,ERR14389850,SPEC
RCN12890,ERR14389851,GRC1
RCN12890,ERR14389852,GRC2
RCN12890,ERR14389853,SPEC
RCN12891,ERR14389854,GRC1
RCN12891,ERR14389855,GRC2
RCN12891,ERR14389856,SPEC
RCN12892,ERR14389857,GRC1
RCN12892,ERR14389858,GRC2
RCN12892,ERR14389859,SPEC
RCN12893,ERR14389860,GRC1
RCN12893,ERR14389861,GRC2
RCN12893,ERR14389862,SPEC
RCN12894,ERR14389863,GRC1
RCN12894,ERR14389864,GRC2
RCN12894,ERR14389865,SPEC
RCN12895,ERR14389866,GRC1
RCN12895,ERR14389867,GRC2
RCN12895,ERR14389868,SPEC
RCN12897,ERR14389869,GRC1
RCN12897,ERR14389870,GRC2
RCN12897,ERR14389871,SPEC
RCN12898,ERR14389872,GRC1
RCN12898,ERR14389873,GRC2
RCN12898,ERR14389874,SPEC
RCN12899,ERR14389875,GRC1
RCN12899,ERR14389876,GRC2
RCN12899,ERR14389877,SPEC
RCN12900,ERR14389878,GRC1
RCN12900,ERR14389879,GRC2
RCN12900,ERR14389880,SPEC
RCN12901,ERR14389881,GRC1
RCN12901,ERR14389882,GRC2
RCN12901,ERR14389883,SPEC
RCN13263,ERR14389884,GRC1
RCN13263,ERR14389885,GRC2
RCN13263,ERR14389886,SPEC
RCN13264,ERR14389887,GRC1
RCN13264,ERR14389888,GRC2
RCN13264,ERR14389889,SPEC
RCN13265,ERR14389890,GRC1
RCN13265,ERR14389891,GRC2
RCN13265,ERR14389892,SPEC
RCN13266,ERR14389893,GRC1
RCN13266,ERR14389894,GRC2
RCN13266,ERR14389895,SPEC
RCN13267,ERR14389896,GRC1
RCN13267,ERR14389897,GRC2
RCN13267,ERR14389898,SPEC
RCN13268,ERR14389899,GRC1
RCN13268,ERR14389900,GRC2
RCN13268,ERR14389901,SPEC
RCN13269,ERR14389902,GRC1
RCN13269,ERR14389903,GRC2
RCN13269,ERR14389904,SPEC
RCN13270,ERR14389905,GRC1
RCN13270,ERR14389906,GRC2
RCN13270,ERR14389907,SPEC
RCN13271,ERR14389908,GRC1
RCN13271,ERR14389909,GRC2
RCN13271,ERR14389910,SPEC
RCN13272,ERR14389911,GRC1
RCN13272,ERR14389912,GRC2
RCN13272,ERR14389913,SPEC
RCN13273,ERR14389914,GRC1
RCN13273,ERR14389915,GRC2
RCN13273,ERR14389916,SPEC
RCN13274,ERR14389917,GRC1
RCN13274,ERR14389918,GRC2
RCN13274,ERR14389919,SPEC
RCN13275,ERR14389920,GRC1
RCN13275,ERR14389921,GRC2
RCN13275,ERR14389922,SPEC
RCN13276,ERR14389923,GRC1
RCN13276,ERR14389924,GRC2
RCN13276,ERR14389925,SPEC
RCN13277,ERR14389926,GRC1
RCN13277,ERR14389927,GRC2
RCN13277,ERR14389928,SPEC
RCN13278,ERR14389929,GRC1
RCN13278,ERR14389930,GRC2
RCN13278,ERR14389931,SPEC
RCN13279,ERR14389932,GRC1
RCN13279,ERR14389933,GRC2
RCN13279,ERR14389934,SPEC
RCN13280,ERR14389935,GRC1
RCN13280,ERR14389936,GRC2
RCN13280,ERR14389937,SPEC
RCN13281,ERR14389938,GRC1
RCN13281,ERR14389939,GRC2
RCN13281,ERR14389940,SPEC
RCN13282,ERR14389941,GRC1
RCN13282,ERR14389942,GRC2
RCN13282,ERR14389943,SPEC
RCN13283,ERR14389944,GRC1
RCN13283,ERR14389945,GRC2
RCN13283,ERR14389946,SPEC
RCN13284,ERR14389947,GRC1
RCN13284,ERR14389948,GRC2
RCN13284,ERR14389949,SPEC
RCN13285,ERR14389950,GRC1
RCN13285,ERR14389951,GRC2
RCN13285,ERR14389952,SPEC
RCN13286,ERR14389953,GRC1
RCN13286,ERR14389954,GRC2
RCN13286,ERR14389955,SPEC
RCN13287,ERR14389956,GRC1
RCN13287,ERR14389957,GRC2
RCN13287,ERR14389958,SPEC
RCN13288,ERR14389959,GRC1
RCN13288,ERR14389960,GRC2
RCN13288,ERR14389961,SPEC
RCN13289,ERR14389962,GRC1
RCN13289,ERR14389963,GRC2
RCN13289,ERR14389964,SPEC
RCN13290,ERR14389965,GRC1
RCN13290,ERR14389966,GRC2
RCN13290,ERR14389967,SPEC
RCN13291,ERR14389968,GRC1
RCN13291,ERR14389969,GRC2
RCN13291,ERR14389970,SPEC
RCN13292,ERR14389971,GRC1
RCN13292,ERR14389972,GRC2
RCN13292,ERR14389973,SPEC
RCN13293,ERR14389974,GRC1
RCN13293,ERR14389975,GRC2
RCN13293,ERR14389976,SPEC
RCN13294,ERR14389977,GRC1
RCN13294,ERR14389978,GRC2
RCN13294,ERR14389979,SPEC
RCN13295,ERR14389980,GRC1
RCN13295,ERR14389981,GRC2
RCN13295,ERR14389982,SPEC
RCN13296,ERR14389983,GRC1
RCN13296,ERR14389984,GRC2
RCN13296,ERR14389985,SPEC
RCN13297,ERR14389986,GRC1
RCN13297,ERR14389987,GRC2
RCN13297,ERR14389988,SPEC
RCN13298,ERR14389989,GRC1
RCN13298,ERR14389990,GRC2
RCN13298,ERR14389991,SPEC
RCN13299,ERR14389992,GRC1
RCN13299,ERR14389993,GRC2
RCN13299,ERR14389994,SPEC
RCN13300,ERR14389995,GRC1
RCN13300,ERR14389996,GRC2
RCN13300,ERR14389997,SPEC
RCN13301,ERR14389998,GRC1
RCN13301,ERR14389999,GRC2
RCN13301,ERR14390000,SPEC
RCN13302,ERR14390001,GRC1
RCN13302,ERR14390002,GRC2
RCN13302,ERR14390003,SPEC
RCN13303,ERR14390004,GRC1
RCN13303,ERR14390005,GRC2
RCN13303,ERR14390006,SPEC
RCN13304,ERR14390007,GRC1
RCN13304,ERR14390008,GRC2
RCN13304,ERR14390009,SPEC
RCN13305,ERR14390010,GRC1
RCN13305,ERR14390011,GRC2
RCN13305,ERR14390012,SPEC
RCN13306,ERR14390013,GRC1
RCN13306,ERR14390014,GRC2
RCN13306,ERR14390015,SPEC
RCN13307,ERR14390016,GRC1
RCN13307,ERR14390017,GRC2
RCN13307,ERR14390018,SPEC
RCN13308,ERR14390019,GRC1
RCN13308,ERR14390020,GRC2
RCN13308,ERR14390021,SPEC
RCN13309,ERR14390022,GRC1
RCN13309,ERR14390023,GRC2
RCN13309,ERR14390024,SPEC
RCN13310,ERR14390025,GRC1
RCN13310,ERR14390026,GRC2
RCN13310,ERR14390027,SPEC
RCN13311,ERR14390028,GRC1
RCN13311,ERR14390029,GRC2
RCN13311,ERR14390030,SPEC
RCN13312,ERR14390031,GRC1
RCN13312,ERR14390032,GRC2
RCN13312,ERR14390033,SPEC
RCN13313,ERR14390034,GRC1
RCN13313,ERR14390035,GRC2
RCN13313,ERR14390036,SPEC
RCN13314,ERR14390037,GRC1
RCN13314,ERR14390038,GRC2
RCN13314,ERR14390039,SPEC
RCN13315,ERR14390040,GRC1
RCN13315,ERR14390041,GRC2
RCN13315,ERR14390042,SPEC
RCN13316,ERR14390043,GRC1
RCN13316,ERR14390044,GRC2
RCN13316,ERR14390045,SPEC
RCN13317,ERR14390046,GRC1
RCN13317,ERR14390047,GRC2
RCN13317,ERR14390048,SPEC
RCN13318,ERR14390049,GRC1
RCN13318,ERR14390050,GRC2
RCN13318,ERR14390051,SPEC
RCN13319,ERR14390052,GRC1
RCN13319,ERR14390053,GRC2
RCN13319,ERR14390054,SPEC
RCN13320,ERR14390055,GRC1
RCN13320,ERR14390056,GRC2
RCN13320,ERR14390057,SPEC
RCN13321,ERR14390058,GRC1
RCN13321,ERR14390059,GRC2
RCN13321,ERR14390060,SPEC
RCN13322,ERR14390061,GRC1
RCN13322,ERR14390062,GRC2
RCN13322,ERR14390063,SPEC
RCN13323,ERR14390064,GRC1
RCN13323,ERR14390065,GRC2
RCN13323,ERR14390066,SPEC
RCN13324,ERR14390067,GRC1
RCN13324,ERR14390068,GRC2
RCN13324,ERR14390069,SPEC
RCN13326,ERR14390070,GRC1
RCN13326,ERR14390071,GRC2
RCN13326,ERR14390072,SPEC
RCN13327,ERR14390073,GRC1
RCN13327,ERR14390074,GRC2
RCN13327,ERR14390075,SPEC
RCN13328,ERR14390076,GRC1
RCN13328,ERR14390077,GRC2
RCN13328,ERR14390078,SPEC
RCN13330,ERR14390079,GRC1
RCN13330,ERR14390080,GRC2
RCN13330,ERR14390081,SPEC
RCN13333,ERR14390082,GRC1
RCN13333,ERR14390083,GRC2
RCN13333,ERR14390084,SPEC
RCN13335,ERR14390085,GRC1
RCN13335,ERR14390086,GRC2
RCN13335,ERR14390087,SPEC
RCN13336,ERR14390088,GRC1
RCN13336,ERR14390089,GRC2
RCN13336,ERR14390090,SPEC
RCN13337,ERR14390091,GRC1
RCN13337,ERR14390092,GRC2
RCN13337,ERR14390093,SPEC
RCN13338,ERR14390094,GRC1
RCN13338,ERR14390095,GRC2
RCN13338,ERR14390096,SPEC
RCN13339,ERR14390097,GRC1
RCN13339,ERR14390098,GRC2
RCN13339,ERR14390099,SPEC
RCN13340,ERR14390100,GRC1
RCN13340,ERR14390101,GRC2
RCN13340,ERR14390102,SPEC
RCN13341,ERR14390103,GRC1
RCN13341,ERR14390104,GRC2
RCN13341,ERR14390105,SPEC
RCN13342,ERR14390106,GRC1
RCN13342,ERR14390107,GRC2
RCN13342,ERR14390108,SPEC
RCN13343,ERR14390109,GRC1
RCN13343,ERR14390110,GRC2
RCN13343,ERR14390111,SPEC
RCN13344,ERR14390112,GRC1
RCN13344,ERR14390113,GRC2
RCN13344,ERR14390114,SPEC
RCN13345,ERR14390115,GRC1
RCN13345,ERR14390116,GRC2
RCN13345,ERR14390117,SPEC
RCN13346,ERR14390118,GRC1
RCN13346,ERR14390119,GRC2
RCN13346,ERR14390120,SPEC
RCN13347,ERR14390121,GRC1
RCN13347,ERR14390122,GRC2
RCN13347,ERR14390123,SPEC
RCN13348,ERR14390124,GRC1
RCN13348,ERR14390125,GRC2
RCN13348,ERR14390126,SPEC
RCN13349,ERR14390127,GRC1
RCN13349,ERR14390128,GRC2
RCN13349,ERR14390129,SPEC
RCN13350,ERR14390130,GRC1
RCN13350,ERR14390131,GRC2
RCN13350,ERR14390132,SPEC
RCN13351,ERR14390133,GRC1
RCN13351,ERR14390134,GRC2
RCN13351,ERR14390135,SPEC
RCN13352,ERR14390136,GRC1
RCN13352,ERR14390137,GRC2
RCN13352,ERR14390138,SPEC
RCN13353,ERR14390139,GRC1
RCN13353,ERR14390140,GRC2
RCN13353,ERR14390141,SPEC
RCN13354,ERR14390142,GRC1
RCN13354,ERR14390143,GRC2
RCN13354,ERR14390144,SPEC
RCN13355,ERR14390145,GRC1
RCN13355,ERR14390146,GRC2
RCN13355,ERR14390147,SPEC
RCN13356,ERR14390148,GRC1
RCN13356,ERR14390149,GRC2
RCN13356,ERR14390150,SPEC
RCN13357,ERR14390151,GRC1
RCN13357,ERR14390152,GRC2
RCN13357,ERR14390153,SPEC
RCN13358,ERR14390154,GRC1
