sample,sample_accession,library_name,experiment_accession,run_accession
RCN15089,SAMEA120052443,RCN15089_WGS,ERX15023843,ERR15626772
RCN15090,SAMEA120052444,RCN15090_WGS,ERX15023845,ERR15626774
RCN15212,SAMEA120052543,RCN15212_WGS,ERX15023944,ERR15626873
RCN15236,SAMEA120052566,RCN15236_WGS,ERX15023967,ERR15626896
RCN15002,SAMEA120052361,RCN15002_WGS,ERX15023762,ERR15626691
RCN15235,SAMEA120052565,RCN15235_WGS,ERX15023966,ERR15626895
RCN14932,SAMEA120052308,RCN14932_WGS,ERX15023709,ERR15626638
RCN15063,SAMEA120052417,RCN15063_WGS,ERX15023818,ERR15626747
RCN15220,SAMEA120052551,RCN15220_WGS,ERX15023952,ERR15626881
RCN14937,SAMEA120052313,RCN14937_WGS,ERX15023714,ERR15626643
RCN14954,SAMEA120052329,RCN14954_WGS,ERX15023730,ERR15626659
RCN15027,SAMEA120052385,RCN15027_WGS,ERX15023786,ERR15626715
RCN15074,SAMEA120052428,RCN15074_WGS,ERX15023829,ERR15626758
RCN15193,SAMEA120052525,RCN15193_WGS,ERX15023926,ERR15626855
RCN15201,SAMEA120052533,RCN15201_WGS,ERX15023934,ERR15626863
RCN15202,SAMEA120052534,RCN15202_WGS,ERX15023935,ERR15626864
RCN15221,SAMEA120052552,RCN15221_WGS,ERX15023953,ERR15626882
RCN15227,SAMEA120052558,RCN15227_WGS,ERX15023959,ERR15626888
RCN14939,SAMEA120052315,RCN14939_WGS,ERX15023716,ERR15626645
RCN14969,SAMEA120052337,RCN14969_WGS,ERX15023738,ERR15626667
RCN15073,SAMEA120052427,RCN15073_WGS,ERX15023828,ERR15626757
RCN14929,SAMEA120052306,RCN14929_WGS,ERX15023707,ERR15626636
RCN14975,SAMEA120052342,RCN14975_WGS,ERX15023743,ERR15626672
RCN15000,SAMEA120052359,RCN15000_WGS,ERX15023760,ERR15626689
RCN15010,SAMEA120052369,RCN15010_WGS,ERX15023770,ERR15626699
RCN15020,SAMEA120052379,RCN15020_WGS,ERX15023780,ERR15626709
RCN15044,SAMEA120052402,RCN15044_WGS,ERX15023803,ERR15626732
RCN15195,SAMEA120052527,RCN15195_WGS,ERX15023928,ERR15626857
RCN15196,SAMEA120052528,RCN15196_WGS,ERX15023929,ERR15626858
RCN15218,SAMEA120052549,RCN15218_WGS,ERX15023950,ERR15626879
RCN15222,SAMEA120052553,RCN15222_WGS,ERX15023954,ERR15626883
RCN15228,SAMEA120052559,RCN15228_WGS,ERX15023960,ERR15626889
RCN15233,SAMEA120052563,RCN15233_WGS,ERX15023964,ERR15626893
RCN14935,SAMEA120052311,RCN14935_WGS,ERX15023712,ERR15626641
RCN14952,SAMEA120052327,RCN14952_WGS,ERX15023728,ERR15626657
RCN15003,SAMEA120052362,RCN15003_WGS,ERX15023763,ERR15626692
RCN15072,SAMEA120052426,RCN15072_WGS,ERX15023827,ERR15626756
RCN15208,SAMEA120052539,RCN15208_WGS,ERX15023940,ERR15626869
RCN15004,SAMEA120052363,RCN15004_WGS,ERX15023764,ERR15626693
RCN15191,SAMEA120052523,RCN15191_WGS,ERX15023924,ERR15626853
RCN15086,SAMEA120052440,RCN15086_WGS,ERX15023841,ERR15626770
RCN15095,SAMEA120052449,RCN15095_WGS,ERX15023850,ERR15626779
RCN15183,SAMEA120052515,RCN15183_WGS,ERX15023916,ERR15626845
RCN14941,SAMEA120052317,RCN14941_WGS,ERX15023719,ERR15626648
RCN15308,SAMEA120052634,RCN15308_WGS,ERX15024035,ERR15626964
RCN15334,SAMEA120052660,RCN15334_WGS,ERX15024061,ERR15626990
RCN15349,SAMEA120052672,RCN15349_WGS,ERX15024073,ERR15627002
RCN15245,SAMEA120052575,RCN15245_WGS,ERX15023975,ERR15626904
RCN15248,SAMEA120052578,RCN15248_WGS,ERX15023979,ERR15626908
RCN15274,SAMEA120052601,RCN15274_WGS,ERX15024002,ERR15626931
RCN15276,SAMEA120052603,RCN15276_WGS,ERX15024004,ERR15626933
RCN15293,SAMEA120052619,RCN15293_WGS,ERX15024020,ERR15626949
RCN15295,SAMEA120052621,RCN15295_WGS,ERX15024022,ERR15626951
RCN15322,SAMEA120052648,RCN15322_WGS,ERX15024049,ERR15626978
RCN15323,SAMEA120052649,RCN15323_WGS,ERX15024050,ERR15626979
RCN15325,SAMEA120052651,RCN15325_WGS,ERX15024053,ERR15626982
RCN15335,SAMEA120052661,RCN15335_WGS,ERX15024062,ERR15626991
RCN15342,SAMEA120052666,RCN15342_WGS,ERX15024067,ERR15626996
RCN15292,SAMEA120052618,RCN15292_WGS,ERX15024019,ERR15626948
RCN15278,SAMEA120052605,RCN15278_WGS,ERX15024006,ERR15626935
RCN15328,SAMEA120052654,RCN15328_WGS,ERX15024055,ERR15626984
RCN15250,SAMEA120052580,RCN15250_WGS,ERX15023981,ERR15626910
RCN15281,SAMEA120052608,RCN15281_WGS,ERX15024009,ERR15626938
RCN15294,SAMEA120052620,RCN15294_WGS,ERX15024021,ERR15626950
RCN15303,SAMEA120052629,RCN15303_WGS,ERX15024030,ERR15626959
RCN15332,SAMEA120052658,RCN15332_WGS,ERX15024059,ERR15626988
RCN15260,SAMEA120052588,RCN15260_WGS,ERX15023989,ERR15626918
RCN15279,SAMEA120052606,RCN15279_WGS,ERX15024007,ERR15626936
RCN15284,SAMEA120052611,RCN15284_WGS,ERX15024012,ERR15626941
RCN15297,SAMEA120052623,RCN15297_WGS,ERX15024024,ERR15626953
RCN15298,SAMEA120052624,RCN15298_WGS,ERX15024025,ERR15626954
RCN15301,SAMEA120052627,RCN15301_WGS,ERX15024028,ERR15626957
RCN15311,SAMEA120052637,RCN15311_WGS,ERX15024038,ERR15626967
RCN15333,SAMEA120052659,RCN15333_WGS,ERX15024060,ERR15626989
RCN15237,SAMEA120052567,RCN15237_WGS,ERX15023968,ERR15626897
RCN15271,SAMEA120052598,RCN15271_WGS,ERX15023999,ERR15626928
RCN15282,SAMEA120052609,RCN15282_WGS,ERX15024010,ERR15626939
RCN15341,SAMEA120052665,RCN15341_WGS,ERX15024066,ERR15626995
RCN15347,SAMEA120052670,RCN15347_WGS,ERX15024071,ERR15627000
RCN15241,SAMEA120052571,RCN15241_WGS,ERX15023972,ERR15626901
RCN15246,SAMEA120052576,RCN15246_WGS,ERX15023977,ERR15626906
RCN15283,SAMEA120052610,RCN15283_WGS,ERX15024011,ERR15626940
RCN15299,SAMEA120052625,RCN15299_WGS,ERX15024026,ERR15626955
RCN15275,SAMEA120052602,RCN15275_WGS,ERX15024003,ERR15626932
RCN15288,SAMEA120052614,RCN15288_WGS,ERX15024015,ERR15626944
RCN15306,SAMEA120052632,RCN15306_WGS,ERX15024033,ERR15626962
RCN15307,SAMEA120052633,RCN15307_WGS,ERX15024034,ERR15626963
RCN15327,SAMEA120052653,RCN15327_WGS,ERX15024054,ERR15626983
RCN15238,SAMEA120052568,RCN15238_WGS,ERX15023969,ERR15626898
RCN15242,SAMEA120052572,RCN15242_WGS,ERX15023973,ERR15626902
RCN15315,SAMEA120052641,RCN15315_WGS,ERX15024042,ERR15626971
RCN15345,SAMEA120052668,RCN15345_WGS,ERX15024069,ERR15626998
RCN15346,SAMEA120052669,RCN15346_WGS,ERX15024070,ERR15626999
RCN15348,SAMEA120052671,RCN15348_WGS,ERX15024072,ERR15627001
RCN15369,SAMEA120052690,RCN15369_WGS,ERX15024091,ERR15627020
RCN15374,SAMEA120052695,RCN15374_WGS,ERX15024096,ERR15627025
RCN15893,SAMEA120052784,RCN15893_WGS,ERX15024185,ERR15627114
RCN15904,SAMEA120052791,RCN15904_WGS,ERX15024192,ERR15627121
RCN15905,SAMEA120052792,RCN15905_WGS,ERX15024193,ERR15627122
RCN15942,SAMEA120052808,RCN15942_WGS,ERX15024209,ERR15627138
RCN15352,SAMEA120052675,RCN15352_WGS,ERX15024076,ERR15627005
RCN15362,SAMEA120052684,RCN15362_WGS,ERX15024085,ERR15627014
RCN15377,SAMEA120052698,RCN15377_WGS,ERX15024099,ERR15627028
RCN15381,SAMEA120052702,RCN15381_WGS,ERX15024103,ERR15627032
RCN15887,SAMEA120052781,RCN15887_WGS,ERX15024182,ERR15627111
RCN15888,SAMEA120052782,RCN15888_WGS,ERX15024183,ERR15627112
RCN15357,SAMEA120052680,RCN15357_WGS,ERX15024081,ERR15627010
RCN15358,SAMEA120052681,RCN15358_WGS,ERX15024082,ERR15627011
RCN15861,SAMEA120052772,RCN15861_WGS,ERX15024173,ERR15627102
RCN15877,SAMEA120052776,RCN15877_WGS,ERX15024177,ERR15627106
RCN15913,SAMEA120052796,RCN15913_WGS,ERX15024197,ERR15627126
RCN15350,SAMEA120052673,RCN15350_WGS,ERX15024074,ERR15627003
RCN15373,SAMEA120052694,RCN15373_WGS,ERX15024095,ERR15627024
RCN15376,SAMEA120052697,RCN15376_WGS,ERX15024098,ERR15627027
RCN15903,SAMEA120052790,RCN15903_WGS,ERX15024191,ERR15627120
RCN15908,SAMEA120052793,RCN15908_WGS,ERX15024194,ERR15627123
RCN15930,SAMEA120052803,RCN15930_WGS,ERX15024204,ERR15627133
RCN15937,SAMEA120052807,RCN15937_WGS,ERX15024208,ERR15627137
RCN15356,SAMEA120052679,RCN15356_WGS,ERX15024080,ERR15627009
RCN15353,SAMEA120052676,RCN15353_WGS,ERX15024077,ERR15627006
RCN15371,SAMEA120052692,RCN15371_WGS,ERX15024093,ERR15627022
RCN15885,SAMEA120052779,RCN15885_WGS,ERX15024180,ERR15627109
RCN15894,SAMEA120052785,RCN15894_WGS,ERX15024186,ERR15627115
RCN15895,SAMEA120052786,RCN15895_WGS,ERX15024187,ERR15627116
RCN15897,SAMEA120052788,RCN15897_WGS,ERX15024189,ERR15627118
RCN15911,SAMEA120052794,RCN15911_WGS,ERX15024195,ERR15627124
RCN15927,SAMEA120052801,RCN15927_WGS,ERX15024202,ERR15627131
RCN15932,SAMEA120052804,RCN15932_WGS,ERX15024205,ERR15627134
RCN15354,SAMEA120052677,RCN15354_WGS,ERX15024078,ERR15627007
RCN15387,SAMEA120052706,RCN15387_WGS,ERX15024107,ERR15627036
RCN15845,SAMEA120052769,RCN15845_WGS,ERX15024170,ERR15627099
RCN15912,SAMEA120052795,RCN15912_WGS,ERX15024196,ERR15627125
RCN15934,SAMEA120052805,RCN15934_WGS,ERX15024206,ERR15627135
RCN15936,SAMEA120052806,RCN15936_WGS,ERX15024207,ERR15627136
RCN15944,SAMEA120052810,RCN15944_WGS,ERX15024211,ERR15627140
RCN15351,SAMEA120052674,RCN15351_WGS,ERX15024075,ERR15627004
RCN15355,SAMEA120052678,RCN15355_WGS,ERX15024079,ERR15627008
RCN15366,SAMEA120052688,RCN15366_WGS,ERX15024089,ERR15627018
RCN15372,SAMEA120052693,RCN15372_WGS,ERX15024094,ERR15627023
RCN15829,SAMEA120052766,RCN15829_WGS,ERX15024167,ERR15627096
RCN15382,SAMEA120052703,RCN15382_WGS,ERX15024104,ERR15627033
RCN15869,SAMEA120052773,RCN15869_WGS,ERX15024174,ERR15627103
RCN15928,SAMEA120052802,RCN15928_WGS,ERX15024203,ERR15627132
RCN15926,SAMEA120052800,RCN15926_WGS,ERX15024201,ERR15627130
RCN15946,SAMEA120052811,RCN15946_WGS,ERX15024212,ERR15627141
RCN15967,SAMEA120052820,RCN15967_WGS,ERX15024221,ERR15627150
RCN15979,SAMEA120052828,RCN15979_WGS,ERX15024229,ERR15627158
RCN15990,SAMEA120052836,RCN15990_WGS,ERX15024237,ERR15627166
RCN16006,SAMEA120052848,RCN16006_WGS,ERX15024249,ERR15627178
RCN16019,SAMEA120052855,RCN16019_WGS,ERX15024256,ERR15627185
RCN16045,SAMEA120052870,RCN16045_WGS,ERX15024271,ERR15627200
RCN16047,SAMEA120052872,RCN16047_WGS,ERX15024273,ERR15627202
RCN15968,SAMEA120052821,RCN15968_WGS,ERX15024222,ERR15627151
RCN15975,SAMEA120052826,RCN15975_WGS,ERX15024227,ERR15627156
RCN15983,SAMEA120052831,RCN15983_WGS,ERX15024232,ERR15627161
RCN15989,SAMEA120052835,RCN15989_WGS,ERX15024236,ERR15627165
RCN15991,SAMEA120052837,RCN15991_WGS,ERX15024238,ERR15627167
RCN15999,SAMEA120052843,RCN15999_WGS,ERX15024244,ERR15627173
RCN16049,SAMEA120052874,RCN16049_WGS,ERX15024275,ERR15627204
RCN16050,SAMEA120052875,RCN16050_WGS,ERX15024276,ERR15627205
RCN15950,SAMEA120052814,RCN15950_WGS,ERX15024215,ERR15627144
RCN16012,SAMEA120052852,RCN16012_WGS,ERX15024253,ERR15627182
RCN16015,SAMEA120052854,RCN16015_WGS,ERX15024255,ERR15627184
RCN16022,SAMEA120052858,RCN16022_WGS,ERX15024259,ERR15627188
RCN15949,SAMEA120052813,RCN15949_WGS,ERX15024214,ERR15627143
RCN16020,SAMEA120052856,RCN16020_WGS,ERX15024257,ERR15627186
RCN16042,SAMEA120052868,RCN16042_WGS,ERX15024269,ERR15627198
RCN15961,SAMEA120052818,RCN15961_WGS,ERX15024219,ERR15627148
RCN15978,SAMEA120052827,RCN15978_WGS,ERX15024228,ERR15627157
RCN15995,SAMEA120052839,RCN15995_WGS,ERX15024240,ERR15627169
RCN16004,SAMEA120052846,RCN16004_WGS,ERX15024247,ERR15627176
RCN16005,SAMEA120052847,RCN16005_WGS,ERX15024248,ERR15627177
RCN16014,SAMEA120052853,RCN16014_WGS,ERX15024254,ERR15627183
RCN16023,SAMEA120052859,RCN16023_WGS,ERX15024260,ERR15627189
RCN16027,SAMEA120052861,RCN16027_WGS,ERX15024262,ERR15627191
RCN15958,SAMEA120052815,RCN15958_WGS,ERX15024216,ERR15627145
RCN15980,SAMEA120052829,RCN15980_WGS,ERX15024230,ERR15627159
RCN15988,SAMEA120052834,RCN15988_WGS,ERX15024235,ERR15627164
RCN15997,SAMEA120052841,RCN15997_WGS,ERX15024242,ERR15627171
RCN15966,SAMEA120052819,RCN15966_WGS,ERX15024220,ERR15627149
RCN15987,SAMEA120052833,RCN15987_WGS,ERX15024234,ERR15627163
RCN16011,SAMEA120052851,RCN16011_WGS,ERX15024252,ERR15627181
RCN16026,SAMEA120052860,RCN16026_WGS,ERX15024261,ERR15627190
RCN16043,SAMEA120052869,RCN16043_WGS,ERX15024270,ERR15627199
RCN15982,SAMEA120052830,RCN15982_WGS,ERX15024231,ERR15627160
RCN16046,SAMEA120052871,RCN16046_WGS,ERX15024272,ERR15627201
RCN16036,SAMEA120052864,RCN16036_WGS,ERX15024265,ERR15627194
RCN16029,SAMEA120052862,RCN16029_WGS,ERX15024263,ERR15627192
RCN18488,SAMEA120052942,RCN18488_WGS,ERX15024343,ERR15627272
RCN18489,SAMEA120052943,RCN18489_WGS,ERX15024344,ERR15627273
RCN18496,SAMEA120052948,RCN18496_WGS,ERX15024348,ERR15627277
RCN18560,SAMEA120052985,RCN18560_WGS,ERX15024386,ERR15627315
RCN18470,SAMEA120052927,RCN18470_WGS,ERX15024328,ERR15627257
RCN18493,SAMEA120052945,RCN18493_WGS,ERX15024346,ERR15627275
RCN18513,SAMEA120052960,RCN18513_WGS,ERX15024361,ERR15627290
RCN18550,SAMEA120052981,RCN18550_WGS,ERX15024382,ERR15627311
RCN18485,SAMEA120052940,RCN18485_WGS,ERX15024340,ERR15627269
RCN18494,SAMEA120052946,RCN18494_WGS,ERX15024347,ERR15627276
RCN18500,SAMEA120052950,RCN18500_WGS,ERX15024351,ERR15627280
RCN18503,SAMEA120052952,RCN18503_WGS,ERX15024353,ERR15627282
RCN18512,SAMEA120052959,RCN18512_WGS,ERX15024360,ERR15627289
RCN18519,SAMEA120052963,RCN18519_WGS,ERX15024364,ERR15627293
RCN18534,SAMEA120052973,RCN18534_WGS,ERX15024374,ERR15627303
RCN18540,SAMEA120052975,RCN18540_WGS,ERX15024376,ERR15627305
RCN18543,SAMEA120052977,RCN18543_WGS,ERX15024378,ERR15627307
RCN18504,SAMEA120052953,RCN18504_WGS,ERX15024354,ERR15627283
RCN18511,SAMEA120052958,RCN18511_WGS,ERX15024359,ERR15627288
RCN18518,SAMEA120052962,RCN18518_WGS,ERX15024363,ERR15627292
RCN18536,SAMEA120052974,RCN18536_WGS,ERX15024375,ERR15627304
RCN18542,SAMEA120052976,RCN18542_WGS,ERX15024377,ERR15627306
RCN18551,SAMEA120052982,RCN18551_WGS,ERX15024383,ERR15627312
RCN18549,SAMEA120052980,RCN18549_WGS,ERX15024381,ERR15627310
RCN18631,SAMEA120053025,RCN18631_WGS,ERX15024426,ERR15627355
RCN18586,SAMEA120052998,RCN18586_WGS,ERX15024399,ERR15627328
RCN18587,SAMEA120052999,RCN18587_WGS,ERX15024400,ERR15627329
RCN18591,SAMEA120053003,RCN18591_WGS,ERX15024404,ERR15627333
RCN18594,SAMEA120053005,RCN18594_WGS,ERX15024406,ERR15627335
RCN18622,SAMEA120053020,RCN18622_WGS,ERX15024421,ERR15627350
RCN18627,SAMEA120053022,RCN18627_WGS,ERX15024423,ERR15627352
RCN18633,SAMEA120053026,RCN18633_WGS,ERX15024427,ERR15627356
RCN18638,SAMEA120053031,RCN18638_WGS,ERX15024432,ERR15627361
RCN18647,SAMEA120053036,RCN18647_WGS,ERX15024437,ERR15627366
RCN18654,SAMEA120053039,RCN18654_WGS,ERX15024440,ERR15627369
RCN18660,SAMEA120053043,RCN18660_WGS,ERX15024444,ERR15627373
RCN18603,SAMEA120053006,RCN18603_WGS,ERX15024407,ERR15627336
RCN18664,SAMEA120053045,RCN18664_WGS,ERX15024446,ERR15627375
RCN18672,SAMEA120053052,RCN18672_WGS,ERX15024453,ERR15627382
RCN18675,SAMEA120053054,RCN18675_WGS,ERX15024455,ERR15627384
RCN18593,SAMEA120053004,RCN18593_WGS,ERX15024405,ERR15627334
RCN18667,SAMEA120053048,RCN18667_WGS,ERX15024449,ERR15627378
RCN18565,SAMEA120052987,RCN18565_WGS,ERX15024388,ERR15627317
RCN18581,SAMEA120052995,RCN18581_WGS,ERX15024396,ERR15627325
RCN18589,SAMEA120053001,RCN18589_WGS,ERX15024402,ERR15627331
RCN18607,SAMEA120053009,RCN18607_WGS,ERX15024410,ERR15627339
RCN18630,SAMEA120053024,RCN18630_WGS,ERX15024425,ERR15627354
RCN18634,SAMEA120053027,RCN18634_WGS,ERX15024428,ERR15627357
RCN18644,SAMEA120053034,RCN18644_WGS,ERX15024434,ERR15627363
RCN18651,SAMEA120053038,RCN18651_WGS,ERX15024439,ERR15627368
RCN18671,SAMEA120053051,RCN18671_WGS,ERX15024452,ERR15627381
RCN18590,SAMEA120053002,RCN18590_WGS,ERX15024403,ERR15627332
RCN18611,SAMEA120053011,RCN18611_WGS,ERX15024412,ERR15627341
RCN18655,SAMEA120053040,RCN18655_WGS,ERX15024441,ERR15627370
RCN18659,SAMEA120053042,RCN18659_WGS,ERX15024443,ERR15627372
RCN18665,SAMEA120053046,RCN18665_WGS,ERX15024447,ERR15627376
RCN18673,SAMEA120053053,RCN18673_WGS,ERX15024454,ERR15627383
RCN18612,SAMEA120053012,RCN18612_WGS,ERX15024413,ERR15627342
RCN18614,SAMEA120053014,RCN18614_WGS,ERX15024415,ERR15627344
RCN18618,SAMEA120053016,RCN18618_WGS,ERX15024417,ERR15627346
RCN18635,SAMEA120053028,RCN18635_WGS,ERX15024429,ERR15627358
RCN18639,SAMEA120053032,RCN18639_WGS,ERX15024433,ERR15627362
RCN18669,SAMEA120053050,RCN18669_WGS,ERX15024451,ERR15627380
RCN18572,SAMEA120052990,RCN18572_WGS,ERX15024391,ERR15627320
RCN18621,SAMEA120053019,RCN18621_WGS,ERX15024420,ERR15627349
RCN18636,SAMEA120053029,RCN18636_WGS,ERX15024430,ERR15627359
RCN18637,SAMEA120053030,RCN18637_WGS,ERX15024431,ERR15627360
RCN18641,SAMEA120053033,RCN18641_WGS,ERX15024435,ERR15627364
RCN18646,SAMEA120053035,RCN18646_WGS,ERX15024436,ERR15627365
RCN18575,SAMEA120052993,RCN18575_WGS,ERX15024394,ERR15627323
RCN18613,SAMEA120053013,RCN18613_WGS,ERX15024414,ERR15627343
RCN18658,SAMEA120053041,RCN18658_WGS,ERX15024442,ERR15627371
RCN18588,SAMEA120053000,RCN18588_WGS,ERX15024401,ERR15627330
RCN18615,SAMEA120053015,RCN18615_WGS,ERX15024416,ERR15627345
RCN18692,SAMEA120053068,RCN18692_WGS,ERX15024469,ERR15627398
RCN18705,SAMEA120053078,RCN18705_WGS,ERX15024479,ERR15627408
RCN18713,SAMEA120053084,RCN18713_WGS,ERX15024485,ERR15627414
RCN18737,SAMEA120053105,RCN18737_WGS,ERX15024506,ERR15627435
RCN18738,SAMEA120053106,RCN18738_WGS,ERX15024507,ERR15627436
RCN18685,SAMEA120053062,RCN18685_WGS,ERX15024463,ERR15627392
RCN18696,SAMEA120053071,RCN18696_WGS,ERX15024472,ERR15627401
RCN18700,SAMEA120053075,RCN18700_WGS,ERX15024476,ERR15627405
RCN18706,SAMEA120053079,RCN18706_WGS,ERX15024480,ERR15627409
RCN18709,SAMEA120053082,RCN18709_WGS,ERX15024483,ERR15627412
RCN18720,SAMEA120053091,RCN18720_WGS,ERX15024492,ERR15627421
RCN18729,SAMEA120053097,RCN18729_WGS,ERX15024498,ERR15627427
RCN18691,SAMEA120053067,RCN18691_WGS,ERX15024468,ERR15627397
RCN18736,SAMEA120053104,RCN18736_WGS,ERX15024505,ERR15627434
RCN18684,SAMEA120053061,RCN18684_WGS,ERX15024462,ERR15627391
RCN18693,SAMEA120053069,RCN18693_WGS,ERX15024470,ERR15627399
RCN18698,SAMEA120053073,RCN18698_WGS,ERX15024474,ERR15627403
RCN18725,SAMEA120053095,RCN18725_WGS,ERX15024496,ERR15627425
RCN18739,SAMEA120053107,RCN18739_WGS,ERX15024508,ERR15627437
RCN18740,SAMEA120053108,RCN18740_WGS,ERX15024509,ERR15627438
RCN18676,SAMEA120053055,RCN18676_WGS,ERX15024456,ERR15627385
RCN18688,SAMEA120053064,RCN18688_WGS,ERX15024465,ERR15627394
RCN18689,SAMEA120053065,RCN18689_WGS,ERX15024466,ERR15627395
RCN18704,SAMEA120053077,RCN18704_WGS,ERX15024478,ERR15627407
RCN18707,SAMEA120053080,RCN18707_WGS,ERX15024481,ERR15627410
RCN18680,SAMEA120053057,RCN18680_WGS,ERX15024458,ERR15627387
RCN18681,SAMEA120053058,RCN18681_WGS,ERX15024459,ERR15627388
RCN18682,SAMEA120053059,RCN18682_WGS,ERX15024460,ERR15627389
RCN18683,SAMEA120053060,RCN18683_WGS,ERX15024461,ERR15627390
RCN18699,SAMEA120053074,RCN18699_WGS,ERX15024475,ERR15627404
RCN18708,SAMEA120053081,RCN18708_WGS,ERX15024482,ERR15627411
RCN18724,SAMEA120053094,RCN18724_WGS,ERX15024495,ERR15627424
RCN18731,SAMEA120053099,RCN18731_WGS,ERX15024500,ERR15627429
RCN18734,SAMEA120053102,RCN18734_WGS,ERX15024503,ERR15627432
RCN18745,SAMEA120053112,RCN18745_WGS,ERX15024513,ERR15627442
RCN18697,SAMEA120053072,RCN18697_WGS,ERX15024473,ERR15627402
RCN18714,SAMEA120053085,RCN18714_WGS,ERX15024486,ERR15627415
RCN18715,SAMEA120053086,RCN18715_WGS,ERX15024487,ERR15627416
RCN18718,SAMEA120053089,RCN18718_WGS,ERX15024490,ERR15627419
RCN18723,SAMEA120053093,RCN18723_WGS,ERX15024494,ERR15627423
RCN18728,SAMEA120053096,RCN18728_WGS,ERX15024497,ERR15627426
RCN18730,SAMEA120053098,RCN18730_WGS,ERX15024499,ERR15627428
RCN18735,SAMEA120053103,RCN18735_WGS,ERX15024504,ERR15627433
RCN18744,SAMEA120053111,RCN18744_WGS,ERX15024512,ERR15627441
RCN18695,SAMEA120053070,RCN18695_WGS,ERX15024471,ERR15627400
RCN18717,SAMEA120053088,RCN18717_WGS,ERX15024489,ERR15627418
RCN18677,SAMEA120053056,RCN18677_WGS,ERX15024457,ERR15627386
RCN18732,SAMEA120053100,RCN18732_WGS,ERX15024501,ERR15627430
RCN18741,SAMEA120053109,RCN18741_WGS,ERX15024510,ERR15627439
RCN24787,SAMEA120053676,RCN24787_WGS,ERX15025077,ERR15628006
RCN24794,SAMEA120053683,RCN24794_WGS,ERX15025084,ERR15628013
RCN24802,SAMEA120053691,RCN24802_WGS,ERX15025092,ERR15628021
RCN24790,SAMEA120053679,RCN24790_WGS,ERX15025080,ERR15628009
RCN24800,SAMEA120053689,RCN24800_WGS,ERX15025090,ERR15628019
RCN24803,SAMEA120053692,RCN24803_WGS,ERX15025093,ERR15628022
RCN24808,SAMEA120053697,RCN24808_WGS,ERX15025098,ERR15628027
RCN24801,SAMEA120053690,RCN24801_WGS,ERX15025091,ERR15628020
RCN18749,SAMEA120053116,RCN18749_WGS,ERX15024517,ERR15627446
RCN24806,SAMEA120053695,RCN24806_WGS,ERX15025096,ERR15628025
RCN24792,SAMEA120053681,RCN24792_WGS,ERX15025082,ERR15628011
RCN24789,SAMEA120053678,RCN24789_WGS,ERX15025079,ERR15628008
RCN24795,SAMEA120053684,RCN24795_WGS,ERX15025085,ERR15628014
RCN24807,SAMEA120053696,RCN24807_WGS,ERX15025097,ERR15628026
RCN24809,SAMEA120053698,RCN24809_WGS,ERX15025099,ERR15628028
RCN18748,SAMEA120053115,RCN18748_WGS,ERX15024516,ERR15627445
RCN24791,SAMEA120053680,RCN24791_WGS,ERX15025081,ERR15628010
RCN24793,SAMEA120053682,RCN24793_WGS,ERX15025083,ERR15628012
RCN24796,SAMEA120053685,RCN24796_WGS,ERX15025086,ERR15628015
RCN24797,SAMEA120053686,RCN24797_WGS,ERX15025087,ERR15628016
RCN24788,SAMEA120053677,RCN24788_WGS,ERX15025078,ERR15628007
RCN24798,SAMEA120053687,RCN24798_WGS,ERX15025088,ERR15628017
RCN24799,SAMEA120053688,RCN24799_WGS,ERX15025089,ERR15628018
RCN24804,SAMEA120053693,RCN24804_WGS,ERX15025094,ERR15628023
RCN24816,SAMEA120053705,RCN24816_WGS,ERX15025106,ERR15628035
RCN24832,SAMEA120053721,RCN24832_WGS,ERX15025122,ERR15628051
RCN24857,SAMEA120053743,RCN24857_WGS,ERX15025144,ERR15628073
RCN24877,SAMEA120053762,RCN24877_WGS,ERX15025163,ERR15628092
RCN24884,SAMEA120053768,RCN24884_WGS,ERX15025169,ERR15628098
RCN24810,SAMEA120053699,RCN24810_WGS,ERX15025100,ERR15628029
RCN24812,SAMEA120053701,RCN24812_WGS,ERX15025102,ERR15628031
RCN24818,SAMEA120053707,RCN24818_WGS,ERX15025108,ERR15628037
RCN24862,SAMEA120053747,RCN24862_WGS,ERX15025148,ERR15628077
RCN24870,SAMEA120053755,RCN24870_WGS,ERX15025156,ERR15628085
RCN24871,SAMEA120053756,RCN24871_WGS,ERX15025157,ERR15628086
RCN24885,SAMEA120053769,RCN24885_WGS,ERX15025170,ERR15628099
RCN24889,SAMEA120053773,RCN24889_WGS,ERX15025174,ERR15628103
RCN24825,SAMEA120053714,RCN24825_WGS,ERX15025115,ERR15628044
RCN24834,SAMEA120053723,RCN24834_WGS,ERX15025124,ERR15628053
RCN24853,SAMEA120053739,RCN24853_WGS,ERX15025140,ERR15628069
RCN24811,SAMEA120053700,RCN24811_WGS,ERX15025101,ERR15628030
RCN24821,SAMEA120053710,RCN24821_WGS,ERX15025111,ERR15628040
RCN24851,SAMEA120053738,RCN24851_WGS,ERX15025139,ERR15628068
RCN24815,SAMEA120053704,RCN24815_WGS,ERX15025105,ERR15628034
RCN24824,SAMEA120053713,RCN24824_WGS,ERX15025114,ERR15628043
RCN24831,SAMEA120053720,RCN24831_WGS,ERX15025121,ERR15628050
RCN24842,SAMEA120053731,RCN24842_WGS,ERX15025132,ERR15628061
