sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,S-P,S-P-IPTp,INSDC_Pf8,INSDC_Pf8_readcount,INSDC_GenRe_GRC1,INSDC_GenRe_GRC1_readcount,INSDC_GenRe_GRC2,INSDC_GenRe_GRC2_readcount,INSDC_GenRe_SPEC,INSDC_GenRe_SPEC_readcount,GenRe_GRC1_ENA_FASTQ_FTP_1,GenRe_GRC2_ENA_FASTQ_FTP_1,GenRe_SPEC_ENA_FASTQ_FTP_1,Pf8_ENA_FASTQ_FTP_1,GenRe_GRC1_ENA_FASTQ_FTP_2,GenRe_GRC2_ENA_FASTQ_FTP_2,GenRe_SPEC_ENA_FASTQ_FTP_2,Pf8_ENA_FASTQ_FTP_2
RCN14757,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626577,8261586.0,ERR14391780,26427.0,ERR14391781,28775.0,ERR14391782,603.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14391780/ERR14391780_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14391781/ERR14391781_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14391782/ERR14391782_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/077/ERR15626577/ERR15626577_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14391780/ERR14391780_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14391781/ERR14391781_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14391782/ERR14391782_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/077/ERR15626577/ERR15626577_2.fastq.gz
RCN14760,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626578,13941540.0,ERR14391789,29642.0,ERR14391790,28993.0,ERR14391791,1158.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14391789/ERR14391789_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14391790/ERR14391790_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14391791/ERR14391791_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/078/ERR15626578/ERR15626578_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14391789/ERR14391789_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14391790/ERR14391790_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14391791/ERR14391791_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/078/ERR15626578/ERR15626578_2.fastq.gz
RCN14762,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626579,14898345.0,ERR14391795,28500.0,ERR14391796,31655.0,ERR14391797,1060.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14391795/ERR14391795_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14391796/ERR14391796_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14391797/ERR14391797_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/079/ERR15626579/ERR15626579_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14391795/ERR14391795_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14391796/ERR14391796_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14391797/ERR14391797_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/079/ERR15626579/ERR15626579_2.fastq.gz
RCN14763,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626580,13598576.0,ERR14391798,25708.0,ERR14391799,31725.0,ERR14391800,903.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14391798/ERR14391798_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14391799/ERR14391799_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14391800/ERR14391800_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/080/ERR15626580/ERR15626580_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14391798/ERR14391798_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14391799/ERR14391799_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14391800/ERR14391800_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/080/ERR15626580/ERR15626580_2.fastq.gz
RCN14766,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626581,14996180.0,ERR14391807,16562.0,ERR14391808,19168.0,ERR14391809,534.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14391807/ERR14391807_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14391808/ERR14391808_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14391809/ERR14391809_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15626581/ERR15626581_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/007/ERR14391807/ERR14391807_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14391808/ERR14391808_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14391809/ERR14391809_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15626581/ERR15626581_2.fastq.gz
RCN14770,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626582,15093041.0,ERR14391819,49634.0,ERR14391820,50762.0,ERR14391821,1959.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/019/ERR14391819/ERR14391819_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/020/ERR14391820/ERR14391820_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14391821/ERR14391821_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/082/ERR15626582/ERR15626582_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/019/ERR14391819/ERR14391819_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/020/ERR14391820/ERR14391820_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14391821/ERR14391821_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/082/ERR15626582/ERR15626582_2.fastq.gz
RCN14771,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626583,8946446.0,ERR14391822,24471.0,ERR14391823,26468.0,ERR14391824,870.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14391822/ERR14391822_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14391823/ERR14391823_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14391824/ERR14391824_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/083/ERR15626583/ERR15626583_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14391822/ERR14391822_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14391823/ERR14391823_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14391824/ERR14391824_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/083/ERR15626583/ERR15626583_2.fastq.gz
RCN14776,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626584,7829127.0,ERR14391837,25625.0,ERR14391838,25597.0,ERR14391839,541.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14391837/ERR14391837_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14391838/ERR14391838_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14391839/ERR14391839_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/084/ERR15626584/ERR15626584_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14391837/ERR14391837_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14391838/ERR14391838_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14391839/ERR14391839_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/084/ERR15626584/ERR15626584_2.fastq.gz
RCN14777,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626585,13562480.0,ERR14391840,34306.0,ERR14391841,35524.0,ERR14391842,1209.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14391840/ERR14391840_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14391841/ERR14391841_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14391842/ERR14391842_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/085/ERR15626585/ERR15626585_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14391840/ERR14391840_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14391841/ERR14391841_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14391842/ERR14391842_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/085/ERR15626585/ERR15626585_2.fastq.gz
RCN14787,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626588,14845111.0,ERR14391855,28956.0,ERR14391856,32331.0,ERR14391857,1139.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14391855/ERR14391855_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14391856/ERR14391856_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14391857/ERR14391857_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/088/ERR15626588/ERR15626588_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14391855/ERR14391855_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14391856/ERR14391856_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14391857/ERR14391857_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/088/ERR15626588/ERR15626588_2.fastq.gz
RCN14794,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626590,14278703.0,ERR14391876,30782.0,ERR14391877,32084.0,ERR14391878,1311.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14391876/ERR14391876_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/077/ERR14391877/ERR14391877_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14391878/ERR14391878_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/090/ERR15626590/ERR15626590_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14391876/ERR14391876_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/077/ERR14391877/ERR14391877_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14391878/ERR14391878_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/090/ERR15626590/ERR15626590_2.fastq.gz
RCN14795,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626591,18208716.0,ERR14391879,28068.0,ERR14391880,32347.0,ERR14391881,983.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14391879/ERR14391879_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14391880/ERR14391880_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14391881/ERR14391881_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/091/ERR15626591/ERR15626591_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14391879/ERR14391879_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14391880/ERR14391880_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14391881/ERR14391881_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/091/ERR15626591/ERR15626591_2.fastq.gz
RCN14799,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626592,16477181.0,ERR14391891,26123.0,ERR14391892,25012.0,ERR14391893,9.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14391891/ERR14391891_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14391892/ERR14391892_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14391893/ERR14391893_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15626592/ERR15626592_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14391891/ERR14391891_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14391892/ERR14391892_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14391893/ERR14391893_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15626592/ERR15626592_2.fastq.gz
RCN14800,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626593,6566931.0,ERR14391894,25270.0,ERR14391895,22336.0,ERR14391896,805.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14391894/ERR14391894_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14391895/ERR14391895_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14391896/ERR14391896_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/093/ERR15626593/ERR15626593_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14391894/ERR14391894_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14391895/ERR14391895_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14391896/ERR14391896_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/093/ERR15626593/ERR15626593_2.fastq.gz
RCN14802,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626594,9895597.0,ERR14391900,41440.0,ERR14391901,40770.0,ERR14391902,1397.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14391900/ERR14391900_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14391901/ERR14391901_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14391902/ERR14391902_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/094/ERR15626594/ERR15626594_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14391900/ERR14391900_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14391901/ERR14391901_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14391902/ERR14391902_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/094/ERR15626594/ERR15626594_2.fastq.gz
RCN14803,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626595,15166484.0,ERR14391903,34145.0,ERR14391904,37808.0,ERR14391905,1091.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14391903/ERR14391903_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14391904/ERR14391904_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/005/ERR14391905/ERR14391905_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/095/ERR15626595/ERR15626595_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14391903/ERR14391903_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/004/ERR14391904/ERR14391904_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/005/ERR14391905/ERR14391905_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/095/ERR15626595/ERR15626595_2.fastq.gz
RCN14807,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626596,13621401.0,ERR14391915,25361.0,ERR14391916,29154.0,ERR14391917,5.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/015/ERR14391915/ERR14391915_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14391916/ERR14391916_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14391917/ERR14391917_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/096/ERR15626596/ERR15626596_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/015/ERR14391915/ERR14391915_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/016/ERR14391916/ERR14391916_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14391917/ERR14391917_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/096/ERR15626596/ERR15626596_2.fastq.gz
RCN14810,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626598,16035810.0,ERR14391924,32514.0,ERR14391925,31116.0,ERR14391926,1164.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14391924/ERR14391924_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14391925/ERR14391925_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14391926/ERR14391926_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/098/ERR15626598/ERR15626598_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14391924/ERR14391924_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14391925/ERR14391925_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14391926/ERR14391926_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/098/ERR15626598/ERR15626598_2.fastq.gz
RCN14811,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626599,14064845.0,ERR14391927,29630.0,ERR14391928,29176.0,ERR14391929,946.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14391927/ERR14391927_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14391928/ERR14391928_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14391929/ERR14391929_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/099/ERR15626599/ERR15626599_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14391927/ERR14391927_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14391928/ERR14391928_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14391929/ERR14391929_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/099/ERR15626599/ERR15626599_2.fastq.gz
RCN14814,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626600,12653739.0,ERR14391936,27916.0,ERR14391937,31358.0,ERR14391938,811.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14391936/ERR14391936_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14391937/ERR14391937_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14391938/ERR14391938_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR15626600/ERR15626600_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14391936/ERR14391936_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14391937/ERR14391937_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14391938/ERR14391938_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR15626600/ERR15626600_2.fastq.gz
RCN14816,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626602,14753304.0,ERR14391942,34316.0,ERR14391943,38547.0,ERR14391944,975.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14391942/ERR14391942_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14391943/ERR14391943_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14391944/ERR14391944_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15626602/ERR15626602_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14391942/ERR14391942_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14391943/ERR14391943_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14391944/ERR14391944_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15626602/ERR15626602_2.fastq.gz
RCN14818,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15626603,19198342.0,ERR14391948,23913.0,ERR14391949,32990.0,ERR14391950,1026.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14391948/ERR14391948_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14391949/ERR14391949_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14391950/ERR14391950_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR15626603/ERR15626603_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14391948/ERR14391948_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14391949/ERR14391949_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14391950/ERR14391950_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/003/ERR15626603/ERR15626603_2.fastq.gz
